timestamp,event_id,rainfall_mm,antecedent_precipitation_mm,flow_cms,hydrolite_flow_cms,system_error_cms,lead_time_hr,source,quality_status
2025-01-02 10:00:00,event_1,0.3618,242.8615,1.1225,2.2824,-1.1599,1,synthetic,synthetic_demo
2025-01-02 11:00:00,event_1,0.0000,237.3551,0.3593,1.6433,-1.2840,1,synthetic,synthetic_demo
2025-01-02 12:00:00,event_1,0.1713,230.3271,0.0000,1.2774,-1.3641,1,synthetic,synthetic_demo
2025-01-02 13:00:00,event_1,0.3928,220.8359,0.0000,1.1358,-1.4034,1,synthetic,synthetic_demo
2025-01-02 14:00:00,event_1,0.4227,208.5357,0.0000,1.0503,-1.4149,1,synthetic,synthetic_demo
2025-01-02 15:00:00,event_1,0.4372,194.3800,0.0000,0.9967,-1.4005,1,synthetic,synthetic_demo
2025-01-02 16:00:00,event_1,0.9806,179.3791,0.0000,1.2569,-1.3378,1,synthetic,synthetic_demo
2025-01-02 17:00:00,event_1,0.0000,160.8987,0.0000,0.9050,-1.3017,1,synthetic,synthetic_demo
2025-01-02 18:00:00,event_1,0.0000,138.3985,0.0000,0.6516,-1.2363,1,synthetic,synthetic_demo
2025-01-02 19:00:00,event_1,0.0000,113.5494,0.0000,0.4691,-1.1451,1,synthetic,synthetic_demo
2025-01-02 20:00:00,event_1,0.0000,91.1704,0.0000,0.3378,-1.0313,1,synthetic,synthetic_demo
2025-01-02 21:00:00,event_1,0.0000,71.8694,0.0000,0.2432,-0.8981,1,synthetic,synthetic_demo
2025-01-02 22:00:00,event_1,0.5375,56.2459,0.0000,0.4707,-0.7248,1,synthetic,synthetic_demo
2025-01-02 23:00:00,event_1,0.1874,41.9332,0.0000,0.4420,-0.5601,1,synthetic,synthetic_demo
2025-01-03 00:00:00,event_1,0.6093,31.0245,0.2865,0.6534,-0.3669,1,synthetic,synthetic_demo
2025-01-03 01:00:00,event_1,0.0000,20.5383,0.2718,0.4704,-0.1987,1,synthetic,synthetic_demo
2025-01-03 02:00:00,event_1,0.0000,12.6953,0.3160,0.3387,-0.0227,1,synthetic,synthetic_demo
2025-01-03 03:00:00,event_1,0.0000,8.5847,0.4009,0.2439,0.1570,1,synthetic,synthetic_demo
2025-01-03 04:00:00,event_1,0.0000,5.5259,0.5123,0.1756,0.3367,1,synthetic,synthetic_demo
2025-01-03 05:00:00,event_1,0.0000,5.5259,0.6393,0.1264,0.5129,1,synthetic,synthetic_demo
2025-01-03 06:00:00,event_1,0.0000,5.5259,0.7734,0.0910,0.6823,1,synthetic,synthetic_demo
2025-01-03 07:00:00,event_1,0.7657,6.2916,1.3624,0.4867,0.8757,1,synthetic,synthetic_demo
2025-01-03 08:00:00,event_1,0.9118,7.1288,1.9055,0.8519,1.0536,1,synthetic,synthetic_demo
2025-01-03 09:00:00,event_1,0.0000,6.4689,1.7812,0.6134,1.1678,1,synthetic,synthetic_demo
2025-01-03 10:00:00,event_1,0.7426,6.5208,2.1527,0.8500,1.3026,1,synthetic,synthetic_demo
2025-01-03 11:00:00,event_1,0.1646,6.3236,2.0900,0.7026,1.3874,1,synthetic,synthetic_demo
2025-01-03 12:00:00,event_1,0.0000,6.3236,1.9533,0.5059,1.4475,1,synthetic,synthetic_demo
2025-01-03 13:00:00,event_1,0.0000,6.1523,1.8542,0.3642,1.4900,1,synthetic,synthetic_demo
2025-01-03 14:00:00,event_1,0.0000,5.7595,1.7751,0.2622,1.5129,1,synthetic,synthetic_demo
2025-01-03 15:00:00,event_1,0.9599,6.2967,2.2738,0.7168,1.5570,1,synthetic,synthetic_demo
2025-01-03 16:00:00,event_1,0.0000,5.8595,2.0414,0.5161,1.5253,1,synthetic,synthetic_demo
2025-01-03 17:00:00,event_1,0.8430,5.7220,2.3473,0.8352,1.5121,1,synthetic,synthetic_demo
2025-01-03 18:00:00,event_1,0.6115,6.3334,2.3966,0.9377,1.4589,1,synthetic,synthetic_demo
2025-01-03 19:00:00,event_1,0.0000,6.3334,2.0301,0.6751,1.3550,1,synthetic,synthetic_demo
2025-01-03 20:00:00,event_1,0.4201,6.7536,1.9723,0.7172,1.2551,1,synthetic,synthetic_demo
2025-01-03 21:00:00,event_1,0.0000,6.7536,1.6335,0.5164,1.1171,1,synthetic,synthetic_demo
2025-01-03 22:00:00,event_1,0.0000,6.7536,1.3386,0.3718,0.9668,1,synthetic,synthetic_demo
2025-01-03 23:00:00,event_1,0.0185,6.2345,1.0838,0.2778,0.8060,1,synthetic,synthetic_demo
2025-01-04 00:00:00,event_1,0.0000,6.0470,0.8342,0.2000,0.6342,1,synthetic,synthetic_demo
2025-01-04 01:00:00,event_1,0.0000,5.4378,0.5985,0.1440,0.4545,1,synthetic,synthetic_demo
2025-01-04 02:00:00,event_1,0.2082,5.6460,0.4965,0.2182,0.2783,1,synthetic,synthetic_demo
2025-01-04 03:00:00,event_1,0.3956,6.0416,0.4793,0.3747,0.1046,1,synthetic,synthetic_demo
2025-01-04 04:00:00,event_1,0.0000,6.0416,0.1787,0.2698,-0.0911,1,synthetic,synthetic_demo
2025-01-04 05:00:00,event_1,0.0000,6.0416,0.0000,0.1943,-0.2828,1,synthetic,synthetic_demo
2025-01-04 06:00:00,event_1,0.0000,6.0416,0.0000,0.1399,-0.4681,1,synthetic,synthetic_demo
2025-01-04 07:00:00,event_1,0.3886,6.4302,0.0000,0.3144,-0.6276,1,synthetic,synthetic_demo
2025-01-04 08:00:00,event_1,0.7636,6.4281,0.0000,0.6464,-0.7643,1,synthetic,synthetic_demo
2025-01-04 09:00:00,event_1,0.6339,6.1502,0.0000,0.8140,-0.9015,1,synthetic,synthetic_demo
2025-01-04 10:00:00,event_1,0.3943,6.5446,0.0000,0.8030,-1.0378,1,synthetic,synthetic_demo
2025-01-04 11:00:00,event_1,0.6790,6.4809,0.0000,0.9516,-1.1442,1,synthetic,synthetic_demo
2025-01-04 12:00:00,event_1,0.0000,6.3163,0.0000,0.6851,-1.2647,1,synthetic,synthetic_demo
2025-01-04 13:00:00,event_1,0.0000,6.3163,0.0000,0.4933,-1.3587,1,synthetic,synthetic_demo
2025-01-04 14:00:00,event_1,0.0000,6.3163,0.0000,0.3552,-1.4266,1,synthetic,synthetic_demo
2025-01-04 15:00:00,event_1,0.0796,6.3959,0.0000,0.2995,-1.4651,1,synthetic,synthetic_demo
2025-01-04 16:00:00,event_1,0.3033,5.7393,0.0000,0.3825,-1.4694,1,synthetic,synthetic_demo
2025-01-04 17:00:00,event_1,0.9756,6.7150,0.0000,0.8120,-1.4225,1,synthetic,synthetic_demo
2025-01-04 18:00:00,event_1,0.0000,5.8719,0.0000,0.5846,-1.4049,1,synthetic,synthetic_demo
2025-01-04 19:00:00,event_1,0.4941,5.7545,0.0000,0.6927,-1.3379,1,synthetic,synthetic_demo
2025-01-04 20:00:00,event_1,0.0000,5.7545,0.0000,0.4987,-1.2733,1,synthetic,synthetic_demo
2025-01-04 21:00:00,event_1,0.0000,5.3344,0.0000,0.3591,-1.1838,1,synthetic,synthetic_demo
2025-01-04 22:00:00,event_1,0.0000,5.3344,0.0000,0.2585,-1.0723,1,synthetic,synthetic_demo
2025-01-04 23:00:00,event_1,0.6514,5.9859,0.0000,0.5444,-0.9128,1,synthetic,synthetic_demo
2025-01-05 00:00:00,event_1,0.9575,6.9249,0.1872,0.9186,-0.7314,1,synthetic,synthetic_demo
2025-01-05 01:00:00,event_1,0.5994,7.5243,0.4296,0.9911,-0.5615,1,synthetic,synthetic_demo
2025-01-05 02:00:00,event_1,0.0000,7.5243,0.3040,0.7136,-0.4096,1,synthetic,synthetic_demo
2025-01-05 03:00:00,event_1,0.0000,7.3161,0.2696,0.5138,-0.2442,1,synthetic,synthetic_demo
2025-01-05 04:00:00,event_1,0.0000,6.9204,0.3000,0.3699,-0.0699,1,synthetic,synthetic_demo
2025-01-05 05:00:00,event_1,0.0000,6.9204,0.3755,0.2663,0.1092,1,synthetic,synthetic_demo
2025-01-05 06:00:00,event_1,0.6819,7.6023,0.8861,0.5668,0.3192,1,synthetic,synthetic_demo
2025-01-05 07:00:00,event_1,0.8275,8.4299,1.3879,0.8633,0.5247,1,synthetic,synthetic_demo
2025-01-05 08:00:00,event_1,0.0000,8.0413,1.3015,0.6215,0.6800,1,synthetic,synthetic_demo
2025-01-05 09:00:00,event_1,0.0000,7.2777,1.2783,0.4475,0.8308,1,synthetic,synthetic_demo
2025-01-05 10:00:00,event_1,0.0601,6.7038,1.3311,0.3552,0.9758,1,synthetic,synthetic_demo
2025-01-05 11:00:00,event_1,0.0000,6.3095,1.3613,0.2558,1.1055,1,synthetic,synthetic_demo
2025-01-05 12:00:00,event_1,0.0000,5.6305,1.4046,0.1842,1.2204,1,synthetic,synthetic_demo
2025-01-05 13:00:00,event_1,0.0000,5.6305,1.4507,0.1326,1.3181,1,synthetic,synthetic_demo
2025-01-05 14:00:00,event_1,0.2960,5.9265,1.6679,0.2582,1.4096,1,synthetic,synthetic_demo
2025-01-05 15:00:00,event_1,0.0000,5.9265,1.6496,0.1859,1.4636,1,synthetic,synthetic_demo
2025-01-05 16:00:00,event_1,0.0000,5.8469,1.6305,0.1339,1.4966,1,synthetic,synthetic_demo
2025-01-05 17:00:00,event_1,0.0000,5.5435,1.6040,0.0964,1.5076,1,synthetic,synthetic_demo
2025-01-05 18:00:00,event_1,0.1870,4.7549,1.6765,0.1722,1.5042,1,synthetic,synthetic_demo
2025-01-05 19:00:00,event_1,0.4015,5.1563,1.8302,0.3448,1.4854,1,synthetic,synthetic_demo
2025-01-05 20:00:00,event_1,0.1056,4.7678,1.7332,0.3063,1.4268,1,synthetic,synthetic_demo
2025-01-05 21:00:00,event_1,0.2071,4.9749,1.6863,0.3345,1.3518,1,synthetic,synthetic_demo
2025-01-05 22:00:00,event_1,0.0000,4.9749,1.4871,0.2408,1.2463,1,synthetic,synthetic_demo
2025-01-05 23:00:00,event_1,0.0000,4.9749,1.2972,0.1734,1.1238,1,synthetic,synthetic_demo
2025-02-01 00:00:00,event_2,0.0000,0.0000,1.2622,0.0000,1.2622,1,synthetic,synthetic_demo
2025-02-01 01:00:00,event_2,0.8720,0.8720,1.8714,0.4796,1.3918,1,synthetic,synthetic_demo
2025-02-01 02:00:00,event_2,0.0000,0.8720,1.7964,0.3453,1.4511,1,synthetic,synthetic_demo
2025-02-01 03:00:00,event_2,0.8417,1.7136,2.2398,0.7115,1.5283,1,synthetic,synthetic_demo
2025-02-01 04:00:00,event_2,0.8999,2.6135,2.5841,1.0072,1.5768,1,synthetic,synthetic_demo
2025-02-01 05:00:00,event_2,0.1427,2.7562,2.3658,0.8037,1.5621,1,synthetic,synthetic_demo
2025-02-01 06:00:00,event_2,0.8497,3.6059,2.6057,1.0460,1.5597,1,synthetic,synthetic_demo
2025-02-01 07:00:00,event_2,0.0000,3.6059,2.2445,0.7531,1.4914,1,synthetic,synthetic_demo
2025-02-01 08:00:00,event_2,0.0000,3.6059,1.9496,0.5422,1.4073,1,synthetic,synthetic_demo
2025-02-01 09:00:00,event_2,0.0821,3.6881,1.7459,0.4356,1.3103,1,synthetic,synthetic_demo
2025-02-01 10:00:00,event_2,0.0044,3.6925,1.5084,0.3160,1.1924,1,synthetic,synthetic_demo
2025-02-01 11:00:00,event_2,0.9045,4.5970,1.8236,0.7250,1.0985,1,synthetic,synthetic_demo
2025-02-01 12:00:00,event_2,3.3598,7.9568,3.4572,2.3699,1.0873,1,synthetic,synthetic_demo
2025-02-01 13:00:00,event_2,5.2152,13.1720,5.6816,4.5747,1.1069,1,synthetic,synthetic_demo
2025-02-01 14:00:00,event_2,7.8322,21.0042,8.7821,7.6015,1.1806,1,synthetic,synthetic_demo
2025-02-01 15:00:00,event_2,9.2176,30.2218,11.7814,10.5428,1.2386,1,synthetic,synthetic_demo
2025-02-01 16:00:00,event_2,12.1281,42.3499,15.6138,14.2612,1.3526,1,synthetic,synthetic_demo
2025-02-01 17:00:00,event_2,14.7709,57.1208,19.8883,18.3921,1.4963,1,synthetic,synthetic_demo
2025-02-01 18:00:00,event_2,15.8994,73.0202,23.5836,21.9870,1.5967,1,synthetic,synthetic_demo
2025-02-01 19:00:00,event_2,18.8785,91.8987,27.9640,26.2138,1.7502,1,synthetic,synthetic_demo
2025-02-01 20:00:00,event_2,21.5190,113.4177,32.6400,30.7094,1.9306,1,synthetic,synthetic_demo
2025-02-01 21:00:00,event_2,24.5327,137.9504,37.7548,35.6037,2.1511,1,synthetic,synthetic_demo
2025-02-01 22:00:00,event_2,22.5447,160.4951,40.2197,38.0343,2.1854,1,synthetic,synthetic_demo
2025-02-01 23:00:00,event_2,18.2766,178.7716,39.4276,37.4368,1.9908,1,synthetic,synthetic_demo
2025-02-02 00:00:00,event_2,16.9514,195.7230,38.0447,36.2777,1.7670,1,synthetic,synthetic_demo
2025-02-02 01:00:00,event_2,14.0065,209.7295,35.2808,33.8235,1.4573,1,synthetic,synthetic_demo
2025-02-02 02:00:00,event_2,12.2902,221.1476,32.2590,31.1125,1.1465,1,synthetic,synthetic_demo
2025-02-02 03:00:00,event_2,9.9359,231.0835,28.6796,27.8658,0.8138,1,synthetic,synthetic_demo
2025-02-02 04:00:00,event_2,7.1355,237.3774,24.4406,23.9879,0.4527,1,synthetic,synthetic_demo
2025-02-02 05:00:00,event_2,4.3096,240.7871,19.7186,19.6416,0.0770,1,synthetic,synthetic_demo
2025-02-02 06:00:00,event_2,2.8422,243.4866,15.4626,15.7051,-0.2425,1,synthetic,synthetic_demo
2025-02-02 07:00:00,event_2,0.0121,242.6491,10.7393,11.3144,-0.5751,1,synthetic,synthetic_demo
2025-02-02 08:00:00,event_2,0.0000,242.6491,7.3597,8.1464,-0.7867,1,synthetic,synthetic_demo
2025-02-02 09:00:00,event_2,0.6889,243.3380,5.3697,6.2443,-0.8746,1,synthetic,synthetic_demo
2025-02-02 10:00:00,event_2,0.4629,243.7187,3.8421,4.7505,-0.9084,1,synthetic,synthetic_demo
2025-02-02 11:00:00,event_2,0.8082,244.5225,2.9915,3.8648,-0.8734,1,synthetic,synthetic_demo
2025-02-02 12:00:00,event_2,0.4772,244.0953,2.2305,3.0452,-0.8147,1,synthetic,synthetic_demo
2025-02-02 13:00:00,event_2,0.0738,240.8093,1.4943,2.2331,-0.7389,1,synthetic,synthetic_demo
2025-02-02 14:00:00,event_2,0.9930,236.5870,1.5639,2.1540,-0.5901,1,synthetic,synthetic_demo
2025-02-02 15:00:00,event_2,0.9656,229.7205,1.6531,2.0820,-0.4289,1,synthetic,synthetic_demo
2025-02-02 16:00:00,event_2,0.2420,220.7448,1.3436,1.6321,-0.2886,1,synthetic,synthetic_demo
2025-02-02 17:00:00,event_2,0.5697,209.1865,1.3713,1.4885,-0.1172,1,synthetic,synthetic_demo
2025-02-02 18:00:00,event_2,0.0000,194.4156,1.1077,1.0717,0.0360,1,synthetic,synthetic_demo
2025-02-02 19:00:00,event_2,0.0872,178.6034,1.0227,0.8196,0.2031,1,synthetic,synthetic_demo
2025-02-02 20:00:00,event_2,0.2317,159.9566,1.0976,0.7175,0.3801,1,synthetic,synthetic_demo
2025-02-02 21:00:00,event_2,0.0000,138.4376,1.0608,0.5166,0.5441,1,synthetic,synthetic_demo
2025-02-02 22:00:00,event_2,0.4945,114.3994,1.3705,0.6439,0.7266,1,synthetic,synthetic_demo
2025-02-02 23:00:00,event_2,0.0000,91.8547,1.3375,0.4636,0.8739,1,synthetic,synthetic_demo
2025-02-03 00:00:00,event_2,0.8810,74.4591,1.8693,0.8184,1.0509,1,synthetic,synthetic_demo
2025-02-03 01:00:00,event_2,0.0000,57.5078,1.7551,0.5892,1.1659,1,synthetic,synthetic_demo
2025-02-03 02:00:00,event_2,0.0000,43.5013,1.6928,0.4242,1.2686,1,synthetic,synthetic_demo
2025-02-03 03:00:00,event_2,0.1506,31.3617,1.7505,0.3883,1.3623,1,synthetic,synthetic_demo
2025-02-03 04:00:00,event_2,0.1417,21.5675,1.7931,0.3575,1.4356,1,synthetic,synthetic_demo
2025-02-03 05:00:00,event_2,0.0000,14.4319,1.7388,0.2574,1.4814,1,synthetic,synthetic_demo
2025-02-03 06:00:00,event_2,0.0000,10.1224,1.6920,0.1853,1.5067,1,synthetic,synthetic_demo
2025-02-03 07:00:00,event_2,0.1792,7.4593,1.7502,0.2320,1.5182,1,synthetic,synthetic_demo
2025-02-03 08:00:00,event_2,0.0000,7.4472,1.6644,0.1670,1.4974,1,synthetic,synthetic_demo
2025-02-03 09:00:00,event_2,0.0000,7.4472,1.5751,0.1203,1.4549,1,synthetic,synthetic_demo
2025-02-03 10:00:00,event_2,0.0000,6.7582,1.4774,0.0866,1.3908,1,synthetic,synthetic_demo
2025-02-03 11:00:00,event_2,0.0000,6.2954,1.3683,0.0623,1.3060,1,synthetic,synthetic_demo
2025-02-03 12:00:00,event_2,0.0000,5.4872,1.2462,0.0449,1.2013,1,synthetic,synthetic_demo
2025-02-03 13:00:00,event_2,0.1211,5.1311,1.1827,0.0989,1.0837,1,synthetic,synthetic_demo
2025-02-03 14:00:00,event_2,0.0000,5.0572,1.0140,0.0712,0.9428,1,synthetic,synthetic_demo
2025-02-03 15:00:00,event_2,0.9496,5.0139,1.4032,0.5736,0.8296,1,synthetic,synthetic_demo
2025-02-03 16:00:00,event_2,0.3372,4.3854,1.2645,0.5984,0.6661,1,synthetic,synthetic_demo
2025-02-03 17:00:00,event_2,0.1972,4.3406,1.0255,0.5393,0.4861,1,synthetic,synthetic_demo
2025-02-03 18:00:00,event_2,0.0000,3.7709,0.6802,0.3883,0.2919,1,synthetic,synthetic_demo
2025-02-03 19:00:00,event_2,0.4008,4.1718,0.6147,0.5001,0.1146,1,synthetic,synthetic_demo
2025-02-03 20:00:00,event_2,0.0000,4.0846,0.2761,0.3600,-0.0839,1,synthetic,synthetic_demo
2025-02-03 21:00:00,event_2,0.8310,4.6839,0.4753,0.7163,-0.2410,1,synthetic,synthetic_demo
2025-02-03 22:00:00,event_2,0.7643,5.4482,0.5317,0.9361,-0.4044,1,synthetic,synthetic_demo
2025-02-03 23:00:00,event_2,0.1102,5.0639,0.1406,0.7346,-0.5940,1,synthetic,synthetic_demo
2025-02-04 00:00:00,event_2,0.3107,5.3746,0.0000,0.6998,-0.7600,1,synthetic,synthetic_demo
2025-02-04 01:00:00,event_2,0.4970,4.9906,0.0000,0.7772,-0.9044,1,synthetic,synthetic_demo
2025-02-04 02:00:00,event_2,0.1791,5.1698,0.0000,0.6581,-1.0494,1,synthetic,synthetic_demo
2025-02-04 03:00:00,event_2,0.0000,5.1698,0.0000,0.4738,-1.1824,1,synthetic,synthetic_demo
2025-02-04 04:00:00,event_2,0.0000,5.0192,0.0000,0.3412,-1.2923,1,synthetic,synthetic_demo
2025-02-04 05:00:00,event_2,0.0000,4.8775,0.0000,0.2456,-1.3785,1,synthetic,synthetic_demo
2025-02-04 06:00:00,event_2,0.0000,4.8775,0.0000,0.1769,-1.4408,1,synthetic,synthetic_demo
2025-02-04 07:00:00,event_2,0.0000,4.8775,0.0000,0.1273,-1.4789,1,synthetic,synthetic_demo
2025-02-04 08:00:00,event_2,0.0000,4.6983,0.0000,0.0917,-1.4927,1,synthetic,synthetic_demo
2025-02-04 09:00:00,event_2,0.5567,5.2551,0.0000,0.3722,-1.4577,1,synthetic,synthetic_demo
2025-02-04 10:00:00,event_2,0.2882,5.5433,0.0000,0.4265,-1.4176,1,synthetic,synthetic_demo
2025-02-04 11:00:00,event_2,0.6546,6.1979,0.0000,0.6671,-1.3399,1,synthetic,synthetic_demo
2025-02-04 12:00:00,event_2,0.0000,6.1979,0.0000,0.4803,-1.2748,1,synthetic,synthetic_demo
2025-02-04 13:00:00,event_2,0.3852,6.5831,0.0000,0.5577,-1.1679,1,synthetic,synthetic_demo
2025-02-04 14:00:00,event_2,0.0000,6.4619,0.0000,0.4015,-1.0609,1,synthetic,synthetic_demo
2025-02-04 15:00:00,event_2,0.0000,6.4619,0.0000,0.2891,-0.9333,1,synthetic,synthetic_demo
2025-02-04 16:00:00,event_2,0.4611,5.9735,0.0000,0.4618,-0.7679,1,synthetic,synthetic_demo
2025-02-04 17:00:00,event_2,0.0463,5.6826,0.0000,0.3580,-0.6121,1,synthetic,synthetic_demo
2025-02-04 18:00:00,event_2,0.5073,5.9927,0.1130,0.5367,-0.4237,1,synthetic,synthetic_demo
2025-02-04 19:00:00,event_2,0.3689,6.3616,0.3512,0.5894,-0.2382,1,synthetic,synthetic_demo
2025-02-04 20:00:00,event_2,0.0000,5.9608,0.3588,0.4243,-0.0655,1,synthetic,synthetic_demo
2025-02-04 21:00:00,event_2,0.6056,6.5663,0.7776,0.6386,0.1390,1,synthetic,synthetic_demo
2025-02-04 22:00:00,event_2,0.9211,6.6564,1.3176,0.9664,0.3512,1,synthetic,synthetic_demo
2025-02-04 23:00:00,event_2,0.5909,6.4830,1.5581,1.0208,0.5373,1,synthetic,synthetic_demo
2025-02-05 00:00:00,event_2,0.7619,7.1347,1.8766,1.1540,0.7226,1,synthetic,synthetic_demo
2025-02-05 01:00:00,event_2,0.0000,6.8240,1.6924,0.8309,0.8615,1,synthetic,synthetic_demo
2025-02-05 02:00:00,event_2,0.1766,6.5035,1.6984,0.6953,1.0030,1,synthetic,synthetic_demo
2025-02-05 03:00:00,event_2,0.0329,6.3573,1.6452,0.5187,1.1265,1,synthetic,synthetic_demo
2025-02-05 04:00:00,event_2,0.3953,6.7525,1.8438,0.5909,1.2529,1,synthetic,synthetic_demo
2025-02-05 05:00:00,event_2,0.0000,6.7525,1.7670,0.4254,1.3416,1,synthetic,synthetic_demo
2025-02-05 06:00:00,event_2,0.0000,6.7525,1.7198,0.3063,1.4135,1,synthetic,synthetic_demo
2025-02-05 07:00:00,event_2,0.0000,6.7525,1.6869,0.2205,1.4664,1,synthetic,synthetic_demo
2025-02-05 08:00:00,event_2,0.6561,7.4087,2.0472,0.5197,1.5275,1,synthetic,synthetic_demo
2025-02-05 09:00:00,event_2,0.0000,7.4087,1.9040,0.3742,1.5298,1,synthetic,synthetic_demo
2025-02-05 10:00:00,event_2,0.0000,6.8519,1.7814,0.2694,1.5120,1,synthetic,synthetic_demo
2025-02-05 11:00:00,event_2,0.9477,7.5115,2.2302,0.7152,1.5150,1,synthetic,synthetic_demo
2025-02-05 12:00:00,event_2,0.3412,7.1981,2.1612,0.7026,1.4586,1,synthetic,synthetic_demo
2025-02-05 13:00:00,event_2,0.2104,7.4085,1.9964,0.6216,1.3748,1,synthetic,synthetic_demo
2025-02-05 14:00:00,event_2,0.0000,7.0232,1.7104,0.4476,1.2628,1,synthetic,synthetic_demo
2025-02-05 15:00:00,event_2,0.0000,7.0232,1.4579,0.3222,1.1357,1,synthetic,synthetic_demo
2025-02-05 16:00:00,event_2,0.1431,7.1664,1.3110,0.3107,1.0003,1,synthetic,synthetic_demo
2025-02-05 17:00:00,event_2,0.8578,7.5630,1.5769,0.6955,0.8814,1,synthetic,synthetic_demo
2025-02-05 18:00:00,event_2,0.0000,7.5167,1.2040,0.5008,0.7032,1,synthetic,synthetic_demo
2025-02-05 19:00:00,event_2,0.0000,7.0094,0.8797,0.3605,0.5191,1,synthetic,synthetic_demo
2025-02-05 20:00:00,event_2,0.6329,7.2733,0.9660,0.6077,0.3583,1,synthetic,synthetic_demo
2025-02-05 21:00:00,event_2,0.9355,8.2088,1.1525,0.9520,0.2005,1,synthetic,synthetic_demo
2025-02-05 22:00:00,event_2,0.5342,8.1374,0.9946,0.9793,0.0153,1,synthetic,synthetic_demo
2025-02-05 23:00:00,event_2,0.0000,7.2163,0.5121,0.7051,-0.1930,1,synthetic,synthetic_demo
2025-03-01 00:00:00,event_3,0.0000,0.0000,1.3639,0.0000,1.3639,1,synthetic,synthetic_demo
