date,subbasin_id,streamflow_cms,quality_status,source,synthetic_demo
2000-04-24,OUTLET,0.17759,synthetic_demo,synthetic lagged rainfall response,True
2000-04-25,OUTLET,0.18346,synthetic_demo,synthetic lagged rainfall response,True
2000-04-26,OUTLET,0.17278,synthetic_demo,synthetic lagged rainfall response,True
2000-04-27,OUTLET,0.19715,synthetic_demo,synthetic lagged rainfall response,True
2000-04-28,OUTLET,0.21077,synthetic_demo,synthetic lagged rainfall response,True
2000-04-29,OUTLET,0.17051,synthetic_demo,synthetic lagged rainfall response,True
2000-04-30,OUTLET,0.1736,synthetic_demo,synthetic lagged rainfall response,True
2000-05-01,OUTLET,0.18329,synthetic_demo,synthetic lagged rainfall response,True
2000-05-02,OUTLET,0.19578,synthetic_demo,synthetic lagged rainfall response,True
2000-05-03,OUTLET,0.19303,synthetic_demo,synthetic lagged rainfall response,True
2000-05-04,OUTLET,0.17248,synthetic_demo,synthetic lagged rainfall response,True
2000-05-05,OUTLET,0.17561,synthetic_demo,synthetic lagged rainfall response,True
2000-05-06,OUTLET,0.20876,synthetic_demo,synthetic lagged rainfall response,True
2000-05-07,OUTLET,0.20665,synthetic_demo,synthetic lagged rainfall response,True
2000-05-08,OUTLET,0.20307,synthetic_demo,synthetic lagged rainfall response,True
2000-05-09,OUTLET,0.20771,synthetic_demo,synthetic lagged rainfall response,True
2000-05-10,OUTLET,0.226,synthetic_demo,synthetic lagged rainfall response,True
2000-05-11,OUTLET,0.21428,synthetic_demo,synthetic lagged rainfall response,True
2000-05-12,OUTLET,0.1913,synthetic_demo,synthetic lagged rainfall response,True
2000-05-13,OUTLET,0.19578,synthetic_demo,synthetic lagged rainfall response,True
2000-05-14,OUTLET,0.19359,synthetic_demo,synthetic lagged rainfall response,True
2000-05-15,OUTLET,0.18973,synthetic_demo,synthetic lagged rainfall response,True
2000-05-16,OUTLET,0.212,synthetic_demo,synthetic lagged rainfall response,True
2000-05-17,OUTLET,0.20449,synthetic_demo,synthetic lagged rainfall response,True
2000-05-18,OUTLET,0.22041,synthetic_demo,synthetic lagged rainfall response,True
2000-05-19,OUTLET,0.19949,synthetic_demo,synthetic lagged rainfall response,True
2000-05-20,OUTLET,0.20895,synthetic_demo,synthetic lagged rainfall response,True
2000-05-21,OUTLET,0.22348,synthetic_demo,synthetic lagged rainfall response,True
2000-05-22,OUTLET,0.20396,synthetic_demo,synthetic lagged rainfall response,True
2000-05-23,OUTLET,0.21905,synthetic_demo,synthetic lagged rainfall response,True
2000-05-24,OUTLET,0.19315,synthetic_demo,synthetic lagged rainfall response,True
2000-05-25,OUTLET,0.20157,synthetic_demo,synthetic lagged rainfall response,True
2000-05-26,OUTLET,0.17972,synthetic_demo,synthetic lagged rainfall response,True
2000-05-27,OUTLET,0.19568,synthetic_demo,synthetic lagged rainfall response,True
2000-05-28,OUTLET,0.20705,synthetic_demo,synthetic lagged rainfall response,True
2000-05-29,OUTLET,0.22283,synthetic_demo,synthetic lagged rainfall response,True
2000-05-30,OUTLET,0.21992,synthetic_demo,synthetic lagged rainfall response,True
2000-05-31,OUTLET,0.2148,synthetic_demo,synthetic lagged rainfall response,True
2000-06-01,OUTLET,0.20146,synthetic_demo,synthetic lagged rainfall response,True
2000-06-02,OUTLET,0.19662,synthetic_demo,synthetic lagged rainfall response,True
2000-06-03,OUTLET,0.13224,synthetic_demo,synthetic lagged rainfall response,True
2000-06-04,OUTLET,0.14485,synthetic_demo,synthetic lagged rainfall response,True
2000-06-05,OUTLET,0.14355,synthetic_demo,synthetic lagged rainfall response,True
2000-06-06,OUTLET,0.1782,synthetic_demo,synthetic lagged rainfall response,True
2000-06-07,OUTLET,0.16811,synthetic_demo,synthetic lagged rainfall response,True
2000-06-08,OUTLET,0.1899,synthetic_demo,synthetic lagged rainfall response,True
2000-06-09,OUTLET,0.18443,synthetic_demo,synthetic lagged rainfall response,True
2000-06-10,OUTLET,0.18125,synthetic_demo,synthetic lagged rainfall response,True
2000-06-11,OUTLET,0.17656,synthetic_demo,synthetic lagged rainfall response,True
2000-06-12,OUTLET,0.17278,synthetic_demo,synthetic lagged rainfall response,True
2000-06-13,OUTLET,0.15951,synthetic_demo,synthetic lagged rainfall response,True
2000-06-14,OUTLET,0.17377,synthetic_demo,synthetic lagged rainfall response,True
2000-06-15,OUTLET,0.1938,synthetic_demo,synthetic lagged rainfall response,True
2000-06-16,OUTLET,0.22175,synthetic_demo,synthetic lagged rainfall response,True
2000-06-17,OUTLET,0.19974,synthetic_demo,synthetic lagged rainfall response,True
2000-06-18,OUTLET,0.21724,synthetic_demo,synthetic lagged rainfall response,True
2000-06-19,OUTLET,0.20464,synthetic_demo,synthetic lagged rainfall response,True
2000-06-20,OUTLET,0.17549,synthetic_demo,synthetic lagged rainfall response,True
2000-06-21,OUTLET,0.25808,synthetic_demo,synthetic lagged rainfall response,True
2000-06-22,OUTLET,0.24191,synthetic_demo,synthetic lagged rainfall response,True
2000-06-23,OUTLET,0.24405,synthetic_demo,synthetic lagged rainfall response,True
2000-06-24,OUTLET,0.24596,synthetic_demo,synthetic lagged rainfall response,True
2000-06-25,OUTLET,0.26377,synthetic_demo,synthetic lagged rainfall response,True
2000-06-26,OUTLET,0.27319,synthetic_demo,synthetic lagged rainfall response,True
2000-06-27,OUTLET,0.26459,synthetic_demo,synthetic lagged rainfall response,True
2000-06-28,OUTLET,0.27675,synthetic_demo,synthetic lagged rainfall response,True
2000-06-29,OUTLET,0.27801,synthetic_demo,synthetic lagged rainfall response,True
2000-06-30,OUTLET,0.30441,synthetic_demo,synthetic lagged rainfall response,True
2000-07-01,OUTLET,0.30382,synthetic_demo,synthetic lagged rainfall response,True
2000-07-02,OUTLET,0.30842,synthetic_demo,synthetic lagged rainfall response,True
2000-07-03,OUTLET,0.28933,synthetic_demo,synthetic lagged rainfall response,True
2000-07-04,OUTLET,0.29855,synthetic_demo,synthetic lagged rainfall response,True
2000-07-05,OUTLET,0.30456,synthetic_demo,synthetic lagged rainfall response,True
2000-07-06,OUTLET,0.31671,synthetic_demo,synthetic lagged rainfall response,True
2000-07-07,OUTLET,0.32223,synthetic_demo,synthetic lagged rainfall response,True
2000-07-08,OUTLET,0.29529,synthetic_demo,synthetic lagged rainfall response,True
2000-07-09,OUTLET,0.33182,synthetic_demo,synthetic lagged rainfall response,True
2000-07-10,OUTLET,0.34591,synthetic_demo,synthetic lagged rainfall response,True
2000-07-11,OUTLET,0.33885,synthetic_demo,synthetic lagged rainfall response,True
2000-07-12,OUTLET,0.33307,synthetic_demo,synthetic lagged rainfall response,True
2000-07-13,OUTLET,0.38735,synthetic_demo,synthetic lagged rainfall response,True
2000-07-14,OUTLET,0.39461,synthetic_demo,synthetic lagged rainfall response,True
2000-07-15,OUTLET,0.37321,synthetic_demo,synthetic lagged rainfall response,True
2000-07-16,OUTLET,0.41718,synthetic_demo,synthetic lagged rainfall response,True
2000-07-17,OUTLET,0.42508,synthetic_demo,synthetic lagged rainfall response,True
2000-07-18,OUTLET,0.42393,synthetic_demo,synthetic lagged rainfall response,True
2000-07-19,OUTLET,0.4557,synthetic_demo,synthetic lagged rainfall response,True
2000-07-20,OUTLET,0.48102,synthetic_demo,synthetic lagged rainfall response,True
2000-07-21,OUTLET,0.47816,synthetic_demo,synthetic lagged rainfall response,True
2000-07-22,OUTLET,0.46205,synthetic_demo,synthetic lagged rainfall response,True
2000-07-23,OUTLET,0.47393,synthetic_demo,synthetic lagged rainfall response,True
2000-07-24,OUTLET,0.46397,synthetic_demo,synthetic lagged rainfall response,True
2000-07-25,OUTLET,0.467,synthetic_demo,synthetic lagged rainfall response,True
2000-07-26,OUTLET,0.44337,synthetic_demo,synthetic lagged rainfall response,True
2000-07-27,OUTLET,0.45871,synthetic_demo,synthetic lagged rainfall response,True
2000-07-28,OUTLET,0.47006,synthetic_demo,synthetic lagged rainfall response,True
2000-07-29,OUTLET,0.48337,synthetic_demo,synthetic lagged rainfall response,True
2000-07-30,OUTLET,0.47974,synthetic_demo,synthetic lagged rainfall response,True
2000-07-31,OUTLET,0.44425,synthetic_demo,synthetic lagged rainfall response,True
2000-08-01,OUTLET,0.47381,synthetic_demo,synthetic lagged rainfall response,True
2000-08-02,OUTLET,0.47744,synthetic_demo,synthetic lagged rainfall response,True
2000-08-03,OUTLET,0.46904,synthetic_demo,synthetic lagged rainfall response,True
2000-08-04,OUTLET,0.48157,synthetic_demo,synthetic lagged rainfall response,True
2000-08-05,OUTLET,0.46674,synthetic_demo,synthetic lagged rainfall response,True
2000-08-06,OUTLET,0.46437,synthetic_demo,synthetic lagged rainfall response,True
2000-08-07,OUTLET,0.49788,synthetic_demo,synthetic lagged rainfall response,True
2000-08-08,OUTLET,0.508,synthetic_demo,synthetic lagged rainfall response,True
2000-08-09,OUTLET,0.50105,synthetic_demo,synthetic lagged rainfall response,True
2000-08-10,OUTLET,0.49793,synthetic_demo,synthetic lagged rainfall response,True
2000-08-11,OUTLET,0.49395,synthetic_demo,synthetic lagged rainfall response,True
2000-08-12,OUTLET,0.51002,synthetic_demo,synthetic lagged rainfall response,True
2000-08-13,OUTLET,0.49624,synthetic_demo,synthetic lagged rainfall response,True
2000-08-14,OUTLET,0.47762,synthetic_demo,synthetic lagged rainfall response,True
2000-08-15,OUTLET,0.47094,synthetic_demo,synthetic lagged rainfall response,True
2000-08-16,OUTLET,0.47063,synthetic_demo,synthetic lagged rainfall response,True
2000-08-17,OUTLET,0.44903,synthetic_demo,synthetic lagged rainfall response,True
2000-08-18,OUTLET,0.47151,synthetic_demo,synthetic lagged rainfall response,True
2000-08-19,OUTLET,0.4757,synthetic_demo,synthetic lagged rainfall response,True
2000-08-20,OUTLET,0.48618,synthetic_demo,synthetic lagged rainfall response,True
2000-08-21,OUTLET,0.46626,synthetic_demo,synthetic lagged rainfall response,True
2000-08-22,OUTLET,0.46138,synthetic_demo,synthetic lagged rainfall response,True
2000-08-23,OUTLET,0.42152,synthetic_demo,synthetic lagged rainfall response,True
2000-08-24,OUTLET,0.45099,synthetic_demo,synthetic lagged rainfall response,True
2000-08-25,OUTLET,0.47005,synthetic_demo,synthetic lagged rainfall response,True
2000-08-26,OUTLET,0.47827,synthetic_demo,synthetic lagged rainfall response,True
2000-08-27,OUTLET,0.4432,synthetic_demo,synthetic lagged rainfall response,True
2000-08-28,OUTLET,0.42786,synthetic_demo,synthetic lagged rainfall response,True
2000-08-29,OUTLET,0.4238,synthetic_demo,synthetic lagged rainfall response,True
2000-08-30,OUTLET,0.41134,synthetic_demo,synthetic lagged rainfall response,True
2000-08-31,OUTLET,0.4215,synthetic_demo,synthetic lagged rainfall response,True
2000-09-01,OUTLET,0.40008,synthetic_demo,synthetic lagged rainfall response,True
2000-09-02,OUTLET,0.41274,synthetic_demo,synthetic lagged rainfall response,True
2000-09-03,OUTLET,0.38002,synthetic_demo,synthetic lagged rainfall response,True
2000-09-04,OUTLET,0.38414,synthetic_demo,synthetic lagged rainfall response,True
2000-09-05,OUTLET,0.38292,synthetic_demo,synthetic lagged rainfall response,True
2000-09-06,OUTLET,0.39802,synthetic_demo,synthetic lagged rainfall response,True
2000-09-07,OUTLET,0.36877,synthetic_demo,synthetic lagged rainfall response,True
2000-09-08,OUTLET,0.37212,synthetic_demo,synthetic lagged rainfall response,True
2000-09-09,OUTLET,0.42828,synthetic_demo,synthetic lagged rainfall response,True
2000-09-10,OUTLET,0.43155,synthetic_demo,synthetic lagged rainfall response,True
2000-09-11,OUTLET,0.42927,synthetic_demo,synthetic lagged rainfall response,True
2000-09-12,OUTLET,0.40785,synthetic_demo,synthetic lagged rainfall response,True
2000-09-13,OUTLET,0.44141,synthetic_demo,synthetic lagged rainfall response,True
2000-09-14,OUTLET,0.43598,synthetic_demo,synthetic lagged rainfall response,True
2000-09-15,OUTLET,0.41294,synthetic_demo,synthetic lagged rainfall response,True
2000-09-16,OUTLET,0.43054,synthetic_demo,synthetic lagged rainfall response,True
2000-09-17,OUTLET,0.41593,synthetic_demo,synthetic lagged rainfall response,True
2000-09-18,OUTLET,0.41042,synthetic_demo,synthetic lagged rainfall response,True
2000-09-19,OUTLET,0.41028,synthetic_demo,synthetic lagged rainfall response,True
2000-09-20,OUTLET,0.395,synthetic_demo,synthetic lagged rainfall response,True
2000-09-21,OUTLET,0.42563,synthetic_demo,synthetic lagged rainfall response,True
2000-09-22,OUTLET,0.39161,synthetic_demo,synthetic lagged rainfall response,True
2000-09-23,OUTLET,0.40808,synthetic_demo,synthetic lagged rainfall response,True
2000-09-24,OUTLET,0.41359,synthetic_demo,synthetic lagged rainfall response,True
2000-09-25,OUTLET,0.42121,synthetic_demo,synthetic lagged rainfall response,True
2000-09-26,OUTLET,0.42387,synthetic_demo,synthetic lagged rainfall response,True
2000-09-27,OUTLET,0.39987,synthetic_demo,synthetic lagged rainfall response,True
2000-09-28,OUTLET,0.4074,synthetic_demo,synthetic lagged rainfall response,True
2000-09-29,OUTLET,0.42415,synthetic_demo,synthetic lagged rainfall response,True
2000-09-30,OUTLET,0.44434,synthetic_demo,synthetic lagged rainfall response,True
2000-10-01,OUTLET,0.45917,synthetic_demo,synthetic lagged rainfall response,True
2000-10-02,OUTLET,0.43683,synthetic_demo,synthetic lagged rainfall response,True
2000-10-03,OUTLET,0.45151,synthetic_demo,synthetic lagged rainfall response,True
2000-10-04,OUTLET,0.45056,synthetic_demo,synthetic lagged rainfall response,True
2000-10-05,OUTLET,0.43608,synthetic_demo,synthetic lagged rainfall response,True
2000-10-06,OUTLET,0.43842,synthetic_demo,synthetic lagged rainfall response,True
2000-10-07,OUTLET,0.44679,synthetic_demo,synthetic lagged rainfall response,True
2000-10-08,OUTLET,0.4709,synthetic_demo,synthetic lagged rainfall response,True
2000-10-09,OUTLET,0.4307,synthetic_demo,synthetic lagged rainfall response,True
2000-10-10,OUTLET,0.41438,synthetic_demo,synthetic lagged rainfall response,True
2000-10-11,OUTLET,0.49842,synthetic_demo,synthetic lagged rainfall response,True
2000-10-12,OUTLET,0.50967,synthetic_demo,synthetic lagged rainfall response,True
2000-10-13,OUTLET,0.52257,synthetic_demo,synthetic lagged rainfall response,True
2000-10-14,OUTLET,0.51392,synthetic_demo,synthetic lagged rainfall response,True
2000-10-15,OUTLET,0.53297,synthetic_demo,synthetic lagged rainfall response,True
2000-10-16,OUTLET,0.52402,synthetic_demo,synthetic lagged rainfall response,True
2000-10-17,OUTLET,0.50644,synthetic_demo,synthetic lagged rainfall response,True
2000-10-18,OUTLET,0.51797,synthetic_demo,synthetic lagged rainfall response,True
2000-10-19,OUTLET,0.52885,synthetic_demo,synthetic lagged rainfall response,True
2000-10-20,OUTLET,0.5306,synthetic_demo,synthetic lagged rainfall response,True
2000-10-21,OUTLET,0.53498,synthetic_demo,synthetic lagged rainfall response,True
2000-10-22,OUTLET,0.5459,synthetic_demo,synthetic lagged rainfall response,True
2000-10-23,OUTLET,0.53991,synthetic_demo,synthetic lagged rainfall response,True
2000-10-24,OUTLET,0.52688,synthetic_demo,synthetic lagged rainfall response,True
2000-10-25,OUTLET,0.52388,synthetic_demo,synthetic lagged rainfall response,True
2000-10-26,OUTLET,0.5256,synthetic_demo,synthetic lagged rainfall response,True
2000-10-27,OUTLET,0.56401,synthetic_demo,synthetic lagged rainfall response,True
2000-10-28,OUTLET,0.55523,synthetic_demo,synthetic lagged rainfall response,True
2000-10-29,OUTLET,0.54224,synthetic_demo,synthetic lagged rainfall response,True
2000-10-30,OUTLET,0.54892,synthetic_demo,synthetic lagged rainfall response,True
2000-10-31,OUTLET,0.54409,synthetic_demo,synthetic lagged rainfall response,True
2000-11-01,OUTLET,0.55239,synthetic_demo,synthetic lagged rainfall response,True
2000-11-02,OUTLET,0.53204,synthetic_demo,synthetic lagged rainfall response,True
2000-11-03,OUTLET,0.54717,synthetic_demo,synthetic lagged rainfall response,True
2000-11-04,OUTLET,0.56009,synthetic_demo,synthetic lagged rainfall response,True
2000-11-05,OUTLET,0.55661,synthetic_demo,synthetic lagged rainfall response,True
2000-11-06,OUTLET,0.55279,synthetic_demo,synthetic lagged rainfall response,True
2000-11-07,OUTLET,0.56181,synthetic_demo,synthetic lagged rainfall response,True
2000-11-08,OUTLET,0.56349,synthetic_demo,synthetic lagged rainfall response,True
2000-11-09,OUTLET,0.55864,synthetic_demo,synthetic lagged rainfall response,True
2000-11-10,OUTLET,0.55739,synthetic_demo,synthetic lagged rainfall response,True
2000-11-11,OUTLET,0.54288,synthetic_demo,synthetic lagged rainfall response,True
2000-11-12,OUTLET,0.56369,synthetic_demo,synthetic lagged rainfall response,True
2000-11-13,OUTLET,0.53343,synthetic_demo,synthetic lagged rainfall response,True
2000-11-14,OUTLET,0.51217,synthetic_demo,synthetic lagged rainfall response,True
2000-11-15,OUTLET,0.52715,synthetic_demo,synthetic lagged rainfall response,True
2000-11-16,OUTLET,0.55924,synthetic_demo,synthetic lagged rainfall response,True
2000-11-17,OUTLET,0.62556,synthetic_demo,synthetic lagged rainfall response,True
2000-11-18,OUTLET,0.64533,synthetic_demo,synthetic lagged rainfall response,True
2000-11-19,OUTLET,0.62911,synthetic_demo,synthetic lagged rainfall response,True
2000-11-20,OUTLET,0.64976,synthetic_demo,synthetic lagged rainfall response,True
2000-11-21,OUTLET,0.64466,synthetic_demo,synthetic lagged rainfall response,True
2000-11-22,OUTLET,0.65883,synthetic_demo,synthetic lagged rainfall response,True
2000-11-23,OUTLET,0.64003,synthetic_demo,synthetic lagged rainfall response,True
2000-11-24,OUTLET,0.64168,synthetic_demo,synthetic lagged rainfall response,True
2000-11-25,OUTLET,0.58214,synthetic_demo,synthetic lagged rainfall response,True
2000-11-26,OUTLET,0.60071,synthetic_demo,synthetic lagged rainfall response,True
2000-11-27,OUTLET,0.58955,synthetic_demo,synthetic lagged rainfall response,True
2000-11-28,OUTLET,0.58908,synthetic_demo,synthetic lagged rainfall response,True
2000-11-29,OUTLET,0.57331,synthetic_demo,synthetic lagged rainfall response,True
2000-11-30,OUTLET,0.57534,synthetic_demo,synthetic lagged rainfall response,True
2000-12-01,OUTLET,0.55247,synthetic_demo,synthetic lagged rainfall response,True
2000-12-02,OUTLET,0.5785,synthetic_demo,synthetic lagged rainfall response,True
2000-12-03,OUTLET,0.54902,synthetic_demo,synthetic lagged rainfall response,True
2000-12-04,OUTLET,0.5429,synthetic_demo,synthetic lagged rainfall response,True
2000-12-05,OUTLET,0.54063,synthetic_demo,synthetic lagged rainfall response,True
