date,reservoir_id,storage_m3,stage_m,quality_status,source,synthetic_demo
2000-02-14,R1,1992643.41,91.9926,synthetic_demo,synthetic reservoir response,True
2000-02-15,R1,1992505.7,91.9925,synthetic_demo,synthetic reservoir response,True
2000-02-16,R1,1992320.24,91.9923,synthetic_demo,synthetic reservoir response,True
2000-02-17,R1,1992228.38,91.9922,synthetic_demo,synthetic reservoir response,True
2000-02-18,R1,1992081.45,91.9921,synthetic_demo,synthetic reservoir response,True
2000-02-19,R1,1991858.39,91.9919,synthetic_demo,synthetic reservoir response,True
2000-02-20,R1,1991673.17,91.9917,synthetic_demo,synthetic reservoir response,True
2000-02-21,R1,1991466.99,91.9915,synthetic_demo,synthetic reservoir response,True
2000-02-22,R1,1991211.52,91.9912,synthetic_demo,synthetic reservoir response,True
2000-02-23,R1,1991065.84,91.9911,synthetic_demo,synthetic reservoir response,True
2000-02-24,R1,1990995.34,91.991,synthetic_demo,synthetic reservoir response,True
2000-02-25,R1,1990781.79,91.9908,synthetic_demo,synthetic reservoir response,True
2000-02-26,R1,1990590.32,91.9906,synthetic_demo,synthetic reservoir response,True
2000-02-27,R1,1990447.85,91.9904,synthetic_demo,synthetic reservoir response,True
2000-02-28,R1,1990267.9,91.9903,synthetic_demo,synthetic reservoir response,True
2000-02-29,R1,1990146.26,91.9901,synthetic_demo,synthetic reservoir response,True
2000-03-01,R1,1989908.8,91.9899,synthetic_demo,synthetic reservoir response,True
2000-03-02,R1,1989674.41,91.9897,synthetic_demo,synthetic reservoir response,True
2000-03-03,R1,1989589.11,91.9896,synthetic_demo,synthetic reservoir response,True
2000-03-04,R1,1989408.32,91.9894,synthetic_demo,synthetic reservoir response,True
2000-03-05,R1,1989284.67,91.9893,synthetic_demo,synthetic reservoir response,True
2000-03-06,R1,1989173.08,91.9892,synthetic_demo,synthetic reservoir response,True
2000-03-07,R1,1988956.46,91.989,synthetic_demo,synthetic reservoir response,True
2000-03-08,R1,1988751.22,91.9888,synthetic_demo,synthetic reservoir response,True
2000-03-09,R1,1988617.02,91.9886,synthetic_demo,synthetic reservoir response,True
2000-03-10,R1,1988483.43,91.9885,synthetic_demo,synthetic reservoir response,True
2000-03-11,R1,1988307.69,91.9883,synthetic_demo,synthetic reservoir response,True
2000-03-12,R1,1988215.22,91.9882,synthetic_demo,synthetic reservoir response,True
2000-03-13,R1,1987986.71,91.988,synthetic_demo,synthetic reservoir response,True
2000-03-14,R1,1987848.87,91.9878,synthetic_demo,synthetic reservoir response,True
2000-03-15,R1,1987648.3,91.9876,synthetic_demo,synthetic reservoir response,True
2000-03-16,R1,1987372.96,91.9874,synthetic_demo,synthetic reservoir response,True
2000-03-17,R1,1987240.74,91.9872,synthetic_demo,synthetic reservoir response,True
2000-03-18,R1,1987056.61,91.9871,synthetic_demo,synthetic reservoir response,True
2000-03-19,R1,1986964.75,91.987,synthetic_demo,synthetic reservoir response,True
2000-03-20,R1,1986754.32,91.9868,synthetic_demo,synthetic reservoir response,True
2000-03-21,R1,1986643.55,91.9866,synthetic_demo,synthetic reservoir response,True
2000-03-22,R1,1986455.05,91.9865,synthetic_demo,synthetic reservoir response,True
2000-03-23,R1,1986251.61,91.9863,synthetic_demo,synthetic reservoir response,True
2000-03-24,R1,1986156.17,91.9862,synthetic_demo,synthetic reservoir response,True
2000-03-25,R1,1986036.75,91.986,synthetic_demo,synthetic reservoir response,True
2000-03-26,R1,1985930.1,91.9859,synthetic_demo,synthetic reservoir response,True
2000-03-27,R1,1985802.84,91.9858,synthetic_demo,synthetic reservoir response,True
2000-03-28,R1,1985702.59,91.9857,synthetic_demo,synthetic reservoir response,True
2000-03-29,R1,1985705.78,91.9857,synthetic_demo,synthetic reservoir response,True
2000-03-30,R1,1985648.45,91.9856,synthetic_demo,synthetic reservoir response,True
2000-03-31,R1,1985490.5,91.9855,synthetic_demo,synthetic reservoir response,True
2000-04-01,R1,1985410.7,91.9854,synthetic_demo,synthetic reservoir response,True
2000-04-02,R1,1985300.97,91.9853,synthetic_demo,synthetic reservoir response,True
2000-04-03,R1,1985222.41,91.9852,synthetic_demo,synthetic reservoir response,True
2000-04-04,R1,1985057.86,91.9851,synthetic_demo,synthetic reservoir response,True
2000-04-05,R1,1984938.49,91.9849,synthetic_demo,synthetic reservoir response,True
2000-04-06,R1,1984854.9,91.9849,synthetic_demo,synthetic reservoir response,True
2000-04-07,R1,1984710.91,91.9847,synthetic_demo,synthetic reservoir response,True
2000-04-08,R1,1984717.29,91.9847,synthetic_demo,synthetic reservoir response,True
2000-04-09,R1,1984581.07,91.9846,synthetic_demo,synthetic reservoir response,True
2000-04-10,R1,1984430.11,91.9844,synthetic_demo,synthetic reservoir response,True
2000-04-11,R1,1984279.05,91.9843,synthetic_demo,synthetic reservoir response,True
2000-04-12,R1,1984117.18,91.9841,synthetic_demo,synthetic reservoir response,True
2000-04-13,R1,1984008.25,91.984,synthetic_demo,synthetic reservoir response,True
2000-04-14,R1,1983836.96,91.9838,synthetic_demo,synthetic reservoir response,True
2000-04-15,R1,1983635.39,91.9836,synthetic_demo,synthetic reservoir response,True
2000-04-16,R1,1983433.01,91.9834,synthetic_demo,synthetic reservoir response,True
2000-04-17,R1,1983305.12,91.9833,synthetic_demo,synthetic reservoir response,True
2000-04-18,R1,1983075.36,91.9831,synthetic_demo,synthetic reservoir response,True
2000-04-19,R1,1983119.05,91.9831,synthetic_demo,synthetic reservoir response,True
2000-04-20,R1,1983246.01,91.9832,synthetic_demo,synthetic reservoir response,True
2000-04-21,R1,1983359.54,91.9834,synthetic_demo,synthetic reservoir response,True
2000-04-22,R1,1983469.76,91.9835,synthetic_demo,synthetic reservoir response,True
2000-04-23,R1,1983587.74,91.9836,synthetic_demo,synthetic reservoir response,True
2000-04-24,R1,1983706.95,91.9837,synthetic_demo,synthetic reservoir response,True
2000-04-25,R1,1983851.51,91.9839,synthetic_demo,synthetic reservoir response,True
2000-04-26,R1,1983949.92,91.9839,synthetic_demo,synthetic reservoir response,True
2000-04-27,R1,1984153.63,91.9842,synthetic_demo,synthetic reservoir response,True
2000-04-28,R1,1984416.16,91.9844,synthetic_demo,synthetic reservoir response,True
2000-04-29,R1,1984504.75,91.9845,synthetic_demo,synthetic reservoir response,True
2000-04-30,R1,1984606.68,91.9846,synthetic_demo,synthetic reservoir response,True
2000-05-01,R1,1984750.49,91.9848,synthetic_demo,synthetic reservoir response,True
2000-05-02,R1,1984948.24,91.9849,synthetic_demo,synthetic reservoir response,True
2000-05-03,R1,1985134.13,91.9851,synthetic_demo,synthetic reservoir response,True
2000-05-04,R1,1985231.23,91.9852,synthetic_demo,synthetic reservoir response,True
2000-05-05,R1,1985341.86,91.9853,synthetic_demo,synthetic reservoir response,True
2000-05-06,R1,1985595.68,91.9856,synthetic_demo,synthetic reservoir response,True
2000-05-07,R1,1985840.4,91.9858,synthetic_demo,synthetic reservoir response,True
2000-05-08,R1,1986069.68,91.9861,synthetic_demo,synthetic reservoir response,True
2000-05-09,R1,1986318.97,91.9863,synthetic_demo,synthetic reservoir response,True
2000-05-10,R1,1986647.31,91.9866,synthetic_demo,synthetic reservoir response,True
2000-05-11,R1,1986924.98,91.9869,synthetic_demo,synthetic reservoir response,True
2000-05-12,R1,1987103.38,91.9871,synthetic_demo,synthetic reservoir response,True
2000-05-13,R1,1987301.17,91.9873,synthetic_demo,synthetic reservoir response,True
2000-05-14,R1,1987489.49,91.9875,synthetic_demo,synthetic reservoir response,True
2000-05-15,R1,1987661.1,91.9877,synthetic_demo,synthetic reservoir response,True
2000-05-16,R1,1987928.93,91.9879,synthetic_demo,synthetic reservoir response,True
2000-05-17,R1,1988164.33,91.9882,synthetic_demo,synthetic reservoir response,True
2000-05-18,R1,1988468.52,91.9885,synthetic_demo,synthetic reservoir response,True
2000-05-19,R1,1988682.33,91.9887,synthetic_demo,synthetic reservoir response,True
2000-05-20,R1,1988937.0,91.9889,synthetic_demo,synthetic reservoir response,True
2000-05-21,R1,1989254.42,91.9893,synthetic_demo,synthetic reservoir response,True
2000-05-22,R1,1989487.54,91.9895,synthetic_demo,synthetic reservoir response,True
2000-05-23,R1,1989785.85,91.9898,synthetic_demo,synthetic reservoir response,True
2000-05-24,R1,1989972.26,91.99,synthetic_demo,synthetic reservoir response,True
2000-05-25,R1,1990195.05,91.9902,synthetic_demo,synthetic reservoir response,True
2000-05-26,R1,1990323.43,91.9903,synthetic_demo,synthetic reservoir response,True
2000-05-27,R1,1990520.78,91.9905,synthetic_demo,synthetic reservoir response,True
2000-05-28,R1,1990767.23,91.9908,synthetic_demo,synthetic reservoir response,True
2000-05-29,R1,1991081.87,91.9911,synthetic_demo,synthetic reservoir response,True
2000-05-30,R1,1991383.92,91.9914,synthetic_demo,synthetic reservoir response,True
2000-05-31,R1,1991663.85,91.9917,synthetic_demo,synthetic reservoir response,True
2000-06-01,R1,1991886.17,91.9919,synthetic_demo,synthetic reservoir response,True
2000-06-02,R1,1992087.58,91.9921,synthetic_demo,synthetic reservoir response,True
2000-06-03,R1,1992010.85,91.992,synthetic_demo,synthetic reservoir response,True
2000-06-04,R1,1991988.6,91.992,synthetic_demo,synthetic reservoir response,True
2000-06-05,R1,1991960.76,91.992,synthetic_demo,synthetic reservoir response,True
2000-06-06,R1,1992082.6,91.9921,synthetic_demo,synthetic reservoir response,True
2000-06-07,R1,1992160.82,91.9922,synthetic_demo,synthetic reservoir response,True
2000-06-08,R1,1992333.19,91.9923,synthetic_demo,synthetic reservoir response,True
2000-06-09,R1,1992481.93,91.9925,synthetic_demo,synthetic reservoir response,True
2000-06-10,R1,1992616.92,91.9926,synthetic_demo,synthetic reservoir response,True
2000-06-11,R1,1992731.65,91.9927,synthetic_demo,synthetic reservoir response,True
2000-06-12,R1,1992830.07,91.9928,synthetic_demo,synthetic reservoir response,True
2000-06-13,R1,1992871.14,91.9929,synthetic_demo,synthetic reservoir response,True
2000-06-14,R1,1992973.8,91.993,synthetic_demo,synthetic reservoir response,True
2000-06-15,R1,1993163.02,91.9932,synthetic_demo,synthetic reservoir response,True
2000-06-16,R1,1993472.98,91.9935,synthetic_demo,synthetic reservoir response,True
2000-06-17,R1,1993687.85,91.9937,synthetic_demo,synthetic reservoir response,True
2000-06-18,R1,1993978.32,91.994,synthetic_demo,synthetic reservoir response,True
2000-06-19,R1,1994214.37,91.9942,synthetic_demo,synthetic reservoir response,True
2000-06-20,R1,1994324.47,91.9943,synthetic_demo,synthetic reservoir response,True
2000-06-21,R1,1994791.38,91.9948,synthetic_demo,synthetic reservoir response,True
2000-06-22,R1,1995188.45,91.9952,synthetic_demo,synthetic reservoir response,True
2000-06-23,R1,1995594.74,91.9956,synthetic_demo,synthetic reservoir response,True
2000-06-24,R1,1996009.27,91.996,synthetic_demo,synthetic reservoir response,True
2000-06-25,R1,1996500.74,91.9965,synthetic_demo,synthetic reservoir response,True
2000-06-26,R1,1997032.92,91.997,synthetic_demo,synthetic reservoir response,True
2000-06-27,R1,1997527.97,91.9975,synthetic_demo,synthetic reservoir response,True
2000-06-28,R1,1998075.55,91.9981,synthetic_demo,synthetic reservoir response,True
2000-06-29,R1,1998628.57,91.9986,synthetic_demo,synthetic reservoir response,True
2000-06-30,R1,1999295.6,91.9993,synthetic_demo,synthetic reservoir response,True
2000-07-01,R1,1999960.11,92.0,synthetic_demo,synthetic reservoir response,True
2000-07-02,R1,2000644.47,92.0006,synthetic_demo,synthetic reservoir response,True
2000-07-03,R1,2001246.39,92.0012,synthetic_demo,synthetic reservoir response,True
2000-07-04,R1,2001888.13,92.0019,synthetic_demo,synthetic reservoir response,True
2000-07-05,R1,2002555.83,92.0026,synthetic_demo,synthetic reservoir response,True
2000-07-06,R1,2003276.02,92.0033,synthetic_demo,synthetic reservoir response,True
2000-07-07,R1,2004020.08,92.004,synthetic_demo,synthetic reservoir response,True
2000-07-08,R1,2004647.73,92.0046,synthetic_demo,synthetic reservoir response,True
2000-07-09,R1,2005433.17,92.0054,synthetic_demo,synthetic reservoir response,True
2000-07-10,R1,2006279.5,92.0063,synthetic_demo,synthetic reservoir response,True
2000-07-11,R1,2007095.33,92.0071,synthetic_demo,synthetic reservoir response,True
2000-07-12,R1,2007886.19,92.0079,synthetic_demo,synthetic reservoir response,True
2000-07-13,R1,2008911.52,92.0089,synthetic_demo,synthetic reservoir response,True
2000-07-14,R1,2009968.23,92.01,synthetic_demo,synthetic reservoir response,True
2000-07-15,R1,2010932.49,92.0109,synthetic_demo,synthetic reservoir response,True
2000-07-16,R1,2012086.7,92.0121,synthetic_demo,synthetic reservoir response,True
2000-07-17,R1,2013275.03,92.0133,synthetic_demo,synthetic reservoir response,True
2000-07-18,R1,2014458.4,92.0145,synthetic_demo,synthetic reservoir response,True
2000-07-19,R1,2015779.05,92.0158,synthetic_demo,synthetic reservoir response,True
2000-07-20,R1,2017209.06,92.0172,synthetic_demo,synthetic reservoir response,True
2000-07-21,R1,2018626.7,92.0186,synthetic_demo,synthetic reservoir response,True
2000-07-22,R1,2019974.77,92.02,synthetic_demo,synthetic reservoir response,True
2000-07-23,R1,2021374.15,92.0214,synthetic_demo,synthetic reservoir response,True
2000-07-24,R1,2022730.5,92.0227,synthetic_demo,synthetic reservoir response,True
2000-07-25,R1,2024099.95,92.0241,synthetic_demo,synthetic reservoir response,True
2000-07-26,R1,2025367.29,92.0254,synthetic_demo,synthetic reservoir response,True
2000-07-27,R1,2026700.91,92.0267,synthetic_demo,synthetic reservoir response,True
2000-07-28,R1,2028083.59,92.0281,synthetic_demo,synthetic reservoir response,True
2000-07-29,R1,2029523.73,92.0295,synthetic_demo,synthetic reservoir response,True
2000-07-30,R1,2030948.21,92.0309,synthetic_demo,synthetic reservoir response,True
2000-07-31,R1,2032219.36,92.0322,synthetic_demo,synthetic reservoir response,True
2000-08-01,R1,2033618.23,92.0336,synthetic_demo,synthetic reservoir response,True
2000-08-02,R1,2035032.75,92.035,synthetic_demo,synthetic reservoir response,True
2000-08-03,R1,2036411.02,92.0364,synthetic_demo,synthetic reservoir response,True
2000-08-04,R1,2037843.39,92.0378,synthetic_demo,synthetic reservoir response,True
2000-08-05,R1,2039211.7,92.0392,synthetic_demo,synthetic reservoir response,True
2000-08-06,R1,2040569.78,92.0406,synthetic_demo,synthetic reservoir response,True
2000-08-07,R1,2042072.61,92.0421,synthetic_demo,synthetic reservoir response,True
2000-08-08,R1,2043619.17,92.0436,synthetic_demo,synthetic reservoir response,True
2000-08-09,R1,2045135.71,92.0451,synthetic_demo,synthetic reservoir response,True
2000-08-10,R1,2046638.75,92.0466,synthetic_demo,synthetic reservoir response,True
2000-08-11,R1,2048124.62,92.0481,synthetic_demo,synthetic reservoir response,True
2000-08-12,R1,2049679.89,92.0497,synthetic_demo,synthetic reservoir response,True
2000-08-13,R1,2051175.65,92.0512,synthetic_demo,synthetic reservoir response,True
2000-08-14,R1,2052590.95,92.0526,synthetic_demo,synthetic reservoir response,True
2000-08-15,R1,2053977.41,92.054,synthetic_demo,synthetic reservoir response,True
2000-08-16,R1,2055362.54,92.0554,synthetic_demo,synthetic reservoir response,True
2000-08-17,R1,2056654.33,92.0567,synthetic_demo,synthetic reservoir response,True
2000-08-18,R1,2058043.25,92.058,synthetic_demo,synthetic reservoir response,True
2000-08-19,R1,2059450.26,92.0595,synthetic_demo,synthetic reservoir response,True
2000-08-20,R1,2060902.56,92.0609,synthetic_demo,synthetic reservoir response,True
2000-08-21,R1,2062268.81,92.0623,synthetic_demo,synthetic reservoir response,True
2000-08-22,R1,2063613.99,92.0636,synthetic_demo,synthetic reservoir response,True
2000-08-23,R1,2064786.96,92.0648,synthetic_demo,synthetic reservoir response,True
2000-08-24,R1,2066087.24,92.0661,synthetic_demo,synthetic reservoir response,True
2000-08-25,R1,2067469.85,92.0675,synthetic_demo,synthetic reservoir response,True
2000-08-26,R1,2068887.97,92.0689,synthetic_demo,synthetic reservoir response,True
2000-08-27,R1,2070154.59,92.0702,synthetic_demo,synthetic reservoir response,True
2000-08-28,R1,2071354.95,92.0714,synthetic_demo,synthetic reservoir response,True
2000-08-29,R1,2072537.75,92.0725,synthetic_demo,synthetic reservoir response,True
2000-08-30,R1,2073666.73,92.0737,synthetic_demo,synthetic reservoir response,True
2000-08-31,R1,2074839.63,92.0748,synthetic_demo,synthetic reservoir response,True
2000-09-01,R1,2075919.97,92.0759,synthetic_demo,synthetic reservoir response,True
2000-09-02,R1,2077055.03,92.0771,synthetic_demo,synthetic reservoir response,True
2000-09-03,R1,2078048.71,92.078,synthetic_demo,synthetic reservoir response,True
2000-09-04,R1,2079060.2,92.0791,synthetic_demo,synthetic reservoir response,True
2000-09-05,R1,2080066.43,92.0801,synthetic_demo,synthetic reservoir response,True
2000-09-06,R1,2081137.87,92.0811,synthetic_demo,synthetic reservoir response,True
2000-09-07,R1,2082082.98,92.0821,synthetic_demo,synthetic reservoir response,True
2000-09-08,R1,2083042.53,92.083,synthetic_demo,synthetic reservoir response,True
2000-09-09,R1,2084244.7,92.0842,synthetic_demo,synthetic reservoir response,True
2000-09-10,R1,2085461.01,92.0855,synthetic_demo,synthetic reservoir response,True
2000-09-11,R1,2086667.45,92.0867,synthetic_demo,synthetic reservoir response,True
2000-09-12,R1,2087781.37,92.0878,synthetic_demo,synthetic reservoir response,True
2000-09-13,R1,2089040.27,92.089,synthetic_demo,synthetic reservoir response,True
2000-09-14,R1,2090275.69,92.0903,synthetic_demo,synthetic reservoir response,True
2000-09-15,R1,2091411.57,92.0914,synthetic_demo,synthetic reservoir response,True
2000-09-16,R1,2092623.51,92.0926,synthetic_demo,synthetic reservoir response,True
2000-09-17,R1,2093772.31,92.0938,synthetic_demo,synthetic reservoir response,True
2000-09-18,R1,2094897.34,92.0949,synthetic_demo,synthetic reservoir response,True
2000-09-19,R1,2096021.73,92.096,synthetic_demo,synthetic reservoir response,True
2000-09-20,R1,2097080.12,92.0971,synthetic_demo,synthetic reservoir response,True
2000-09-21,R1,2098270.85,92.0983,synthetic_demo,synthetic reservoir response,True
2000-09-22,R1,2099314.6,92.0993,synthetic_demo,synthetic reservoir response,True
2000-09-23,R1,2100429.5,92.1004,synthetic_demo,synthetic reservoir response,True
2000-09-24,R1,2101568.2,92.1016,synthetic_demo,synthetic reservoir response,True
2000-09-25,R1,2102739.81,92.1027,synthetic_demo,synthetic reservoir response,True
2000-09-26,R1,2103922.92,92.1039,synthetic_demo,synthetic reservoir response,True
2000-09-27,R1,2105002.36,92.105,synthetic_demo,synthetic reservoir response,True
2000-09-28,R1,2106114.33,92.1061,synthetic_demo,synthetic reservoir response,True
2000-09-29,R1,2107298.66,92.1073,synthetic_demo,synthetic reservoir response,True
2000-09-30,R1,2108570.2,92.1086,synthetic_demo,synthetic reservoir response,True
2000-10-01,R1,2109905.8,92.1099,synthetic_demo,synthetic reservoir response,True
2000-10-02,R1,2111144.9,92.1111,synthetic_demo,synthetic reservoir response,True
2000-10-03,R1,2112447.44,92.1124,synthetic_demo,synthetic reservoir response,True
2000-10-04,R1,2113745.88,92.1137,synthetic_demo,synthetic reservoir response,True
2000-10-05,R1,2114981.73,92.115,synthetic_demo,synthetic reservoir response,True
2000-10-06,R1,2116227.73,92.1162,synthetic_demo,synthetic reservoir response,True
2000-10-07,R1,2117509.86,92.1175,synthetic_demo,synthetic reservoir response,True
2000-10-08,R1,2118896.13,92.1189,synthetic_demo,synthetic reservoir response,True
2000-10-09,R1,2120108.73,92.1201,synthetic_demo,synthetic reservoir response,True
2000-10-10,R1,2121250.86,92.1213,synthetic_demo,synthetic reservoir response,True
2000-10-11,R1,2122756.05,92.1228,synthetic_demo,synthetic reservoir response,True
2000-10-12,R1,2124309.82,92.1243,synthetic_demo,synthetic reservoir response,True
2000-10-13,R1,2125919.31,92.1259,synthetic_demo,synthetic reservoir response,True
2000-10-14,R1,2127491.44,92.1275,synthetic_demo,synthetic reservoir response,True
2000-10-15,R1,2129145.86,92.1291,synthetic_demo,synthetic reservoir response,True
2000-10-16,R1,2130761.64,92.1308,synthetic_demo,synthetic reservoir response,True
2000-10-17,R1,2132301.45,92.1323,synthetic_demo,synthetic reservoir response,True
2000-10-18,R1,2133891.06,92.1339,synthetic_demo,synthetic reservoir response,True
2000-10-19,R1,2135527.69,92.1355,synthetic_demo,synthetic reservoir response,True
2000-10-20,R1,2137171.88,92.1372,synthetic_demo,synthetic reservoir response,True
2000-10-21,R1,2138835.0,92.1388,synthetic_demo,synthetic reservoir response,True
2000-10-22,R1,2140545.28,92.1405,synthetic_demo,synthetic reservoir response,True
2000-10-23,R1,2142229.69,92.1422,synthetic_demo,synthetic reservoir response,True
2000-10-24,R1,2143857.82,92.1439,synthetic_demo,synthetic reservoir response,True
2000-10-25,R1,2145472.97,92.1455,synthetic_demo,synthetic reservoir response,True
2000-10-26,R1,2147095.55,92.1471,synthetic_demo,synthetic reservoir response,True
2000-10-27,R1,2148884.08,92.1489,synthetic_demo,synthetic reservoir response,True
2000-10-28,R1,2150634.66,92.1506,synthetic_demo,synthetic reservoir response,True
2000-10-29,R1,2152329.12,92.1523,synthetic_demo,synthetic reservoir response,True
2000-10-30,R1,2154052.44,92.1541,synthetic_demo,synthetic reservoir response,True
2000-10-31,R1,2155754.9,92.1558,synthetic_demo,synthetic reservoir response,True
2000-11-01,R1,2157493.22,92.1575,synthetic_demo,synthetic reservoir response,True
2000-11-02,R1,2159143.65,92.1591,synthetic_demo,synthetic reservoir response,True
2000-11-03,R1,2160859.43,92.1609,synthetic_demo,synthetic reservoir response,True
2000-11-04,R1,2162631.04,92.1626,synthetic_demo,synthetic reservoir response,True
2000-11-05,R1,2164387.59,92.1644,synthetic_demo,synthetic reservoir response,True
2000-11-06,R1,2166127.64,92.1661,synthetic_demo,synthetic reservoir response,True
2000-11-07,R1,2167906.67,92.1679,synthetic_demo,synthetic reservoir response,True
2000-11-08,R1,2169692.95,92.1697,synthetic_demo,synthetic reservoir response,True
2000-11-09,R1,2171458.27,92.1715,synthetic_demo,synthetic reservoir response,True
2000-11-10,R1,2173218.22,92.1732,synthetic_demo,synthetic reservoir response,True
2000-11-11,R1,2174915.47,92.1749,synthetic_demo,synthetic reservoir response,True
2000-11-12,R1,2176702.61,92.1767,synthetic_demo,synthetic reservoir response,True
2000-11-13,R1,2178359.04,92.1784,synthetic_demo,synthetic reservoir response,True
2000-11-14,R1,2179923.63,92.1799,synthetic_demo,synthetic reservoir response,True
2000-11-15,R1,2181552.93,92.1816,synthetic_demo,synthetic reservoir response,True
2000-11-16,R1,2183320.82,92.1833,synthetic_demo,synthetic reservoir response,True
2000-11-17,R1,2185375.22,92.1854,synthetic_demo,synthetic reservoir response,True
2000-11-18,R1,2187515.05,92.1875,synthetic_demo,synthetic reservoir response,True
2000-11-19,R1,2189584.83,92.1896,synthetic_demo,synthetic reservoir response,True
2000-11-20,R1,2191743.79,92.1917,synthetic_demo,synthetic reservoir response,True
2000-11-21,R1,2193880.73,92.1939,synthetic_demo,synthetic reservoir response,True
2000-11-22,R1,2196078.88,92.1961,synthetic_demo,synthetic reservoir response,True
2000-11-23,R1,2198195.79,92.1982,synthetic_demo,synthetic reservoir response,True
2000-11-24,R1,2200319.86,92.2003,synthetic_demo,synthetic reservoir response,True
2000-11-25,R1,2202186.7,92.2022,synthetic_demo,synthetic reservoir response,True
2000-11-26,R1,2204133.77,92.2041,synthetic_demo,synthetic reservoir response,True
2000-11-27,R1,2206032.61,92.206,synthetic_demo,synthetic reservoir response,True
2000-11-28,R1,2207929.45,92.2079,synthetic_demo,synthetic reservoir response,True
2000-11-29,R1,2209758.15,92.2098,synthetic_demo,synthetic reservoir response,True
2000-11-30,R1,2211595.6,92.2116,synthetic_demo,synthetic reservoir response,True
2000-12-01,R1,2213334.25,92.2133,synthetic_demo,synthetic reservoir response,True
2000-12-02,R1,2215185.39,92.2152,synthetic_demo,synthetic reservoir response,True
2000-12-03,R1,2216909.14,92.2169,synthetic_demo,synthetic reservoir response,True
2000-12-04,R1,2218606.49,92.2186,synthetic_demo,synthetic reservoir response,True
2000-12-05,R1,2220294.0,92.2203,synthetic_demo,synthetic reservoir response,True
