date,subbasin_id,groundwater_storage_mm,quality_status,source,synthetic_demo
2000-05-03,SB1,65.8321,synthetic_demo,synthetic conceptual storage,True
2000-05-04,SB1,65.7721,synthetic_demo,synthetic conceptual storage,True
2000-05-05,SB1,65.7121,synthetic_demo,synthetic conceptual storage,True
2000-05-06,SB1,66.157,synthetic_demo,synthetic conceptual storage,True
2000-05-07,SB1,66.097,synthetic_demo,synthetic conceptual storage,True
2000-05-08,SB1,66.037,synthetic_demo,synthetic conceptual storage,True
2000-05-09,SB1,65.977,synthetic_demo,synthetic conceptual storage,True
2000-05-10,SB1,65.917,synthetic_demo,synthetic conceptual storage,True
2000-05-11,SB1,65.857,synthetic_demo,synthetic conceptual storage,True
2000-05-12,SB1,65.797,synthetic_demo,synthetic conceptual storage,True
2000-05-13,SB1,65.737,synthetic_demo,synthetic conceptual storage,True
2000-05-14,SB1,65.677,synthetic_demo,synthetic conceptual storage,True
2000-05-15,SB1,65.617,synthetic_demo,synthetic conceptual storage,True
2000-05-16,SB1,65.557,synthetic_demo,synthetic conceptual storage,True
2000-05-17,SB1,65.497,synthetic_demo,synthetic conceptual storage,True
2000-05-18,SB1,65.437,synthetic_demo,synthetic conceptual storage,True
2000-05-19,SB1,65.377,synthetic_demo,synthetic conceptual storage,True
2000-05-20,SB1,65.317,synthetic_demo,synthetic conceptual storage,True
2000-05-21,SB1,65.257,synthetic_demo,synthetic conceptual storage,True
2000-05-22,SB1,65.197,synthetic_demo,synthetic conceptual storage,True
2000-05-23,SB1,65.137,synthetic_demo,synthetic conceptual storage,True
2000-05-24,SB1,65.077,synthetic_demo,synthetic conceptual storage,True
2000-05-25,SB1,65.017,synthetic_demo,synthetic conceptual storage,True
2000-05-26,SB1,64.957,synthetic_demo,synthetic conceptual storage,True
2000-05-27,SB1,64.897,synthetic_demo,synthetic conceptual storage,True
2000-05-28,SB1,64.837,synthetic_demo,synthetic conceptual storage,True
2000-05-29,SB1,64.777,synthetic_demo,synthetic conceptual storage,True
2000-05-30,SB1,64.717,synthetic_demo,synthetic conceptual storage,True
2000-05-31,SB1,64.657,synthetic_demo,synthetic conceptual storage,True
2000-06-01,SB1,64.597,synthetic_demo,synthetic conceptual storage,True
2000-06-02,SB1,64.537,synthetic_demo,synthetic conceptual storage,True
2000-06-03,SB1,64.477,synthetic_demo,synthetic conceptual storage,True
2000-06-04,SB1,64.417,synthetic_demo,synthetic conceptual storage,True
2000-06-05,SB1,64.357,synthetic_demo,synthetic conceptual storage,True
2000-06-06,SB1,64.5896,synthetic_demo,synthetic conceptual storage,True
2000-06-07,SB1,64.628,synthetic_demo,synthetic conceptual storage,True
2000-06-08,SB1,64.568,synthetic_demo,synthetic conceptual storage,True
2000-06-09,SB1,64.508,synthetic_demo,synthetic conceptual storage,True
2000-06-10,SB1,64.448,synthetic_demo,synthetic conceptual storage,True
2000-06-11,SB1,64.388,synthetic_demo,synthetic conceptual storage,True
2000-06-12,SB1,64.328,synthetic_demo,synthetic conceptual storage,True
2000-06-13,SB1,64.268,synthetic_demo,synthetic conceptual storage,True
2000-06-14,SB1,64.208,synthetic_demo,synthetic conceptual storage,True
2000-06-15,SB1,64.148,synthetic_demo,synthetic conceptual storage,True
2000-06-16,SB1,64.5076,synthetic_demo,synthetic conceptual storage,True
2000-06-17,SB1,64.4476,synthetic_demo,synthetic conceptual storage,True
2000-06-18,SB1,64.3876,synthetic_demo,synthetic conceptual storage,True
2000-06-19,SB1,64.3276,synthetic_demo,synthetic conceptual storage,True
2000-06-20,SB1,64.2676,synthetic_demo,synthetic conceptual storage,True
2000-06-21,SB1,65.1134,synthetic_demo,synthetic conceptual storage,True
2000-06-22,SB1,65.0534,synthetic_demo,synthetic conceptual storage,True
2000-06-23,SB1,64.9934,synthetic_demo,synthetic conceptual storage,True
2000-06-24,SB1,64.9334,synthetic_demo,synthetic conceptual storage,True
2000-06-25,SB1,64.8734,synthetic_demo,synthetic conceptual storage,True
2000-06-26,SB1,64.8134,synthetic_demo,synthetic conceptual storage,True
2000-06-27,SB1,64.7534,synthetic_demo,synthetic conceptual storage,True
2000-06-28,SB1,64.9659,synthetic_demo,synthetic conceptual storage,True
2000-06-29,SB1,64.9059,synthetic_demo,synthetic conceptual storage,True
2000-06-30,SB1,65.2553,synthetic_demo,synthetic conceptual storage,True
2000-07-01,SB1,65.1953,synthetic_demo,synthetic conceptual storage,True
2000-07-02,SB1,65.1353,synthetic_demo,synthetic conceptual storage,True
2000-07-03,SB1,65.0753,synthetic_demo,synthetic conceptual storage,True
2000-07-04,SB1,65.0153,synthetic_demo,synthetic conceptual storage,True
2000-07-05,SB1,64.9553,synthetic_demo,synthetic conceptual storage,True
2000-07-06,SB1,64.8953,synthetic_demo,synthetic conceptual storage,True
2000-07-07,SB1,64.8353,synthetic_demo,synthetic conceptual storage,True
2000-07-08,SB1,64.7753,synthetic_demo,synthetic conceptual storage,True
2000-07-09,SB1,65.1328,synthetic_demo,synthetic conceptual storage,True
2000-07-10,SB1,65.0728,synthetic_demo,synthetic conceptual storage,True
2000-07-11,SB1,65.0128,synthetic_demo,synthetic conceptual storage,True
2000-07-12,SB1,64.9528,synthetic_demo,synthetic conceptual storage,True
2000-07-13,SB1,65.8021,synthetic_demo,synthetic conceptual storage,True
2000-07-14,SB1,65.7421,synthetic_demo,synthetic conceptual storage,True
2000-07-15,SB1,65.6821,synthetic_demo,synthetic conceptual storage,True
2000-07-16,SB1,66.0642,synthetic_demo,synthetic conceptual storage,True
2000-07-17,SB1,66.0042,synthetic_demo,synthetic conceptual storage,True
2000-07-18,SB1,66.3027,synthetic_demo,synthetic conceptual storage,True
2000-07-19,SB1,66.2427,synthetic_demo,synthetic conceptual storage,True
2000-07-20,SB1,66.6899,synthetic_demo,synthetic conceptual storage,True
2000-07-21,SB1,66.6299,synthetic_demo,synthetic conceptual storage,True
2000-07-22,SB1,66.5699,synthetic_demo,synthetic conceptual storage,True
2000-07-23,SB1,66.5099,synthetic_demo,synthetic conceptual storage,True
2000-07-24,SB1,66.4499,synthetic_demo,synthetic conceptual storage,True
2000-07-25,SB1,66.3899,synthetic_demo,synthetic conceptual storage,True
2000-07-26,SB1,66.3299,synthetic_demo,synthetic conceptual storage,True
2000-07-27,SB1,66.2863,synthetic_demo,synthetic conceptual storage,True
2000-07-28,SB1,66.2263,synthetic_demo,synthetic conceptual storage,True
2000-07-29,SB1,66.3683,synthetic_demo,synthetic conceptual storage,True
2000-07-30,SB1,66.3083,synthetic_demo,synthetic conceptual storage,True
2000-07-31,SB1,66.2483,synthetic_demo,synthetic conceptual storage,True
2000-08-01,SB1,66.366,synthetic_demo,synthetic conceptual storage,True
2000-08-02,SB1,66.306,synthetic_demo,synthetic conceptual storage,True
2000-08-03,SB1,66.3194,synthetic_demo,synthetic conceptual storage,True
2000-08-04,SB1,66.2594,synthetic_demo,synthetic conceptual storage,True
2000-08-05,SB1,66.6471,synthetic_demo,synthetic conceptual storage,True
2000-08-06,SB1,66.5871,synthetic_demo,synthetic conceptual storage,True
2000-08-07,SB1,66.6244,synthetic_demo,synthetic conceptual storage,True
2000-08-08,SB1,66.9887,synthetic_demo,synthetic conceptual storage,True
2000-08-09,SB1,66.9287,synthetic_demo,synthetic conceptual storage,True
2000-08-10,SB1,66.8687,synthetic_demo,synthetic conceptual storage,True
2000-08-11,SB1,66.8087,synthetic_demo,synthetic conceptual storage,True
2000-08-12,SB1,66.7487,synthetic_demo,synthetic conceptual storage,True
2000-08-13,SB1,66.6887,synthetic_demo,synthetic conceptual storage,True
2000-08-14,SB1,66.6287,synthetic_demo,synthetic conceptual storage,True
2000-08-15,SB1,66.5687,synthetic_demo,synthetic conceptual storage,True
2000-08-16,SB1,66.5087,synthetic_demo,synthetic conceptual storage,True
2000-08-17,SB1,66.4487,synthetic_demo,synthetic conceptual storage,True
2000-08-18,SB1,66.3887,synthetic_demo,synthetic conceptual storage,True
2000-08-19,SB1,66.3287,synthetic_demo,synthetic conceptual storage,True
2000-08-20,SB1,66.2687,synthetic_demo,synthetic conceptual storage,True
2000-08-21,SB1,66.2087,synthetic_demo,synthetic conceptual storage,True
2000-08-22,SB1,66.1487,synthetic_demo,synthetic conceptual storage,True
2000-08-23,SB1,66.0887,synthetic_demo,synthetic conceptual storage,True
2000-08-24,SB1,66.0287,synthetic_demo,synthetic conceptual storage,True
2000-08-25,SB1,66.4437,synthetic_demo,synthetic conceptual storage,True
2000-08-26,SB1,66.3837,synthetic_demo,synthetic conceptual storage,True
2000-08-27,SB1,66.3237,synthetic_demo,synthetic conceptual storage,True
2000-08-28,SB1,66.2637,synthetic_demo,synthetic conceptual storage,True
2000-08-29,SB1,66.2037,synthetic_demo,synthetic conceptual storage,True
2000-08-30,SB1,66.3845,synthetic_demo,synthetic conceptual storage,True
2000-08-31,SB1,66.3245,synthetic_demo,synthetic conceptual storage,True
2000-09-01,SB1,66.2645,synthetic_demo,synthetic conceptual storage,True
2000-09-02,SB1,66.2045,synthetic_demo,synthetic conceptual storage,True
2000-09-03,SB1,66.1445,synthetic_demo,synthetic conceptual storage,True
2000-09-04,SB1,66.0845,synthetic_demo,synthetic conceptual storage,True
2000-09-05,SB1,66.0245,synthetic_demo,synthetic conceptual storage,True
2000-09-06,SB1,65.9645,synthetic_demo,synthetic conceptual storage,True
2000-09-07,SB1,65.9162,synthetic_demo,synthetic conceptual storage,True
2000-09-08,SB1,65.8562,synthetic_demo,synthetic conceptual storage,True
2000-09-09,SB1,66.3461,synthetic_demo,synthetic conceptual storage,True
2000-09-10,SB1,66.2861,synthetic_demo,synthetic conceptual storage,True
2000-09-11,SB1,66.2261,synthetic_demo,synthetic conceptual storage,True
2000-09-12,SB1,66.1661,synthetic_demo,synthetic conceptual storage,True
2000-09-13,SB1,66.3931,synthetic_demo,synthetic conceptual storage,True
2000-09-14,SB1,66.3331,synthetic_demo,synthetic conceptual storage,True
2000-09-15,SB1,66.2731,synthetic_demo,synthetic conceptual storage,True
2000-09-16,SB1,66.2131,synthetic_demo,synthetic conceptual storage,True
2000-09-17,SB1,66.1531,synthetic_demo,synthetic conceptual storage,True
2000-09-18,SB1,66.0931,synthetic_demo,synthetic conceptual storage,True
2000-09-19,SB1,66.0331,synthetic_demo,synthetic conceptual storage,True
2000-09-20,SB1,66.13,synthetic_demo,synthetic conceptual storage,True
2000-09-21,SB1,66.4391,synthetic_demo,synthetic conceptual storage,True
2000-09-22,SB1,66.3791,synthetic_demo,synthetic conceptual storage,True
2000-09-23,SB1,66.3191,synthetic_demo,synthetic conceptual storage,True
2000-09-24,SB1,66.2591,synthetic_demo,synthetic conceptual storage,True
2000-09-25,SB1,66.1991,synthetic_demo,synthetic conceptual storage,True
2000-09-26,SB1,66.1391,synthetic_demo,synthetic conceptual storage,True
2000-09-27,SB1,66.1843,synthetic_demo,synthetic conceptual storage,True
2000-09-28,SB1,66.1243,synthetic_demo,synthetic conceptual storage,True
2000-09-29,SB1,66.3274,synthetic_demo,synthetic conceptual storage,True
2000-09-30,SB1,66.423,synthetic_demo,synthetic conceptual storage,True
2000-10-01,SB1,66.363,synthetic_demo,synthetic conceptual storage,True
2000-10-02,SB1,66.303,synthetic_demo,synthetic conceptual storage,True
2000-10-03,SB1,66.243,synthetic_demo,synthetic conceptual storage,True
2000-10-04,SB1,66.183,synthetic_demo,synthetic conceptual storage,True
2000-10-05,SB1,66.123,synthetic_demo,synthetic conceptual storage,True
2000-10-06,SB1,66.063,synthetic_demo,synthetic conceptual storage,True
2000-10-07,SB1,66.1571,synthetic_demo,synthetic conceptual storage,True
2000-10-08,SB1,66.0971,synthetic_demo,synthetic conceptual storage,True
2000-10-09,SB1,66.0371,synthetic_demo,synthetic conceptual storage,True
2000-10-10,SB1,65.9771,synthetic_demo,synthetic conceptual storage,True
2000-10-11,SB1,66.9294,synthetic_demo,synthetic conceptual storage,True
2000-10-12,SB1,66.8694,synthetic_demo,synthetic conceptual storage,True
2000-10-13,SB1,66.8338,synthetic_demo,synthetic conceptual storage,True
2000-10-14,SB1,66.9214,synthetic_demo,synthetic conceptual storage,True
2000-10-15,SB1,67.1135,synthetic_demo,synthetic conceptual storage,True
2000-10-16,SB1,67.1139,synthetic_demo,synthetic conceptual storage,True
2000-10-17,SB1,67.0539,synthetic_demo,synthetic conceptual storage,True
2000-10-18,SB1,67.3644,synthetic_demo,synthetic conceptual storage,True
2000-10-19,SB1,67.3044,synthetic_demo,synthetic conceptual storage,True
2000-10-20,SB1,67.2444,synthetic_demo,synthetic conceptual storage,True
2000-10-21,SB1,67.1844,synthetic_demo,synthetic conceptual storage,True
2000-10-22,SB1,67.1244,synthetic_demo,synthetic conceptual storage,True
2000-10-23,SB1,67.2857,synthetic_demo,synthetic conceptual storage,True
2000-10-24,SB1,67.3324,synthetic_demo,synthetic conceptual storage,True
2000-10-25,SB1,67.2724,synthetic_demo,synthetic conceptual storage,True
2000-10-26,SB1,67.2238,synthetic_demo,synthetic conceptual storage,True
2000-10-27,SB1,67.5054,synthetic_demo,synthetic conceptual storage,True
2000-10-28,SB1,67.4454,synthetic_demo,synthetic conceptual storage,True
2000-10-29,SB1,67.4146,synthetic_demo,synthetic conceptual storage,True
2000-10-30,SB1,67.3546,synthetic_demo,synthetic conceptual storage,True
2000-10-31,SB1,67.2946,synthetic_demo,synthetic conceptual storage,True
2000-11-01,SB1,67.2865,synthetic_demo,synthetic conceptual storage,True
2000-11-02,SB1,67.2265,synthetic_demo,synthetic conceptual storage,True
2000-11-03,SB1,67.3232,synthetic_demo,synthetic conceptual storage,True
2000-11-04,SB1,67.2632,synthetic_demo,synthetic conceptual storage,True
2000-11-05,SB1,67.5911,synthetic_demo,synthetic conceptual storage,True
2000-11-06,SB1,67.5311,synthetic_demo,synthetic conceptual storage,True
2000-11-07,SB1,67.4711,synthetic_demo,synthetic conceptual storage,True
2000-11-08,SB1,67.4111,synthetic_demo,synthetic conceptual storage,True
2000-11-09,SB1,67.3511,synthetic_demo,synthetic conceptual storage,True
2000-11-10,SB1,67.2911,synthetic_demo,synthetic conceptual storage,True
2000-11-11,SB1,67.2311,synthetic_demo,synthetic conceptual storage,True
2000-11-12,SB1,67.1711,synthetic_demo,synthetic conceptual storage,True
2000-11-13,SB1,67.1111,synthetic_demo,synthetic conceptual storage,True
2000-11-14,SB1,67.0511,synthetic_demo,synthetic conceptual storage,True
2000-11-15,SB1,66.9911,synthetic_demo,synthetic conceptual storage,True
2000-11-16,SB1,67.385,synthetic_demo,synthetic conceptual storage,True
2000-11-17,SB1,67.9003,synthetic_demo,synthetic conceptual storage,True
2000-11-18,SB1,68.3683,synthetic_demo,synthetic conceptual storage,True
2000-11-19,SB1,68.3083,synthetic_demo,synthetic conceptual storage,True
2000-11-20,SB1,68.2483,synthetic_demo,synthetic conceptual storage,True
2000-11-21,SB1,68.1883,synthetic_demo,synthetic conceptual storage,True
2000-11-22,SB1,68.1283,synthetic_demo,synthetic conceptual storage,True
2000-11-23,SB1,68.0683,synthetic_demo,synthetic conceptual storage,True
2000-11-24,SB1,68.0083,synthetic_demo,synthetic conceptual storage,True
2000-11-25,SB1,67.9483,synthetic_demo,synthetic conceptual storage,True
2000-11-26,SB1,67.8883,synthetic_demo,synthetic conceptual storage,True
2000-11-27,SB1,67.8283,synthetic_demo,synthetic conceptual storage,True
2000-11-28,SB1,67.7683,synthetic_demo,synthetic conceptual storage,True
2000-11-29,SB1,67.7083,synthetic_demo,synthetic conceptual storage,True
2000-11-30,SB1,67.6483,synthetic_demo,synthetic conceptual storage,True
2000-12-01,SB1,67.5883,synthetic_demo,synthetic conceptual storage,True
2000-12-02,SB1,67.5283,synthetic_demo,synthetic conceptual storage,True
2000-12-03,SB1,67.4683,synthetic_demo,synthetic conceptual storage,True
2000-12-04,SB1,67.4083,synthetic_demo,synthetic conceptual storage,True
2000-12-05,SB1,67.3483,synthetic_demo,synthetic conceptual storage,True
2000-12-06,SB1,67.2883,synthetic_demo,synthetic conceptual storage,True
2000-12-07,SB1,67.2283,synthetic_demo,synthetic conceptual storage,True
2000-12-08,SB1,67.1683,synthetic_demo,synthetic conceptual storage,True
2000-12-09,SB1,67.4715,synthetic_demo,synthetic conceptual storage,True
2000-12-10,SB1,67.4115,synthetic_demo,synthetic conceptual storage,True
2000-12-11,SB1,67.4808,synthetic_demo,synthetic conceptual storage,True
2000-12-12,SB1,67.4208,synthetic_demo,synthetic conceptual storage,True
2000-12-13,SB1,67.3608,synthetic_demo,synthetic conceptual storage,True
2000-12-14,SB1,67.3008,synthetic_demo,synthetic conceptual storage,True
2000-12-15,SB1,67.2408,synthetic_demo,synthetic conceptual storage,True
2000-12-16,SB1,67.1808,synthetic_demo,synthetic conceptual storage,True
2000-12-17,SB1,67.1973,synthetic_demo,synthetic conceptual storage,True
2000-12-18,SB1,67.4632,synthetic_demo,synthetic conceptual storage,True
2000-12-19,SB1,67.4032,synthetic_demo,synthetic conceptual storage,True
2000-12-20,SB1,67.4314,synthetic_demo,synthetic conceptual storage,True
2000-12-21,SB1,67.3714,synthetic_demo,synthetic conceptual storage,True
2000-12-22,SB1,67.3114,synthetic_demo,synthetic conceptual storage,True
2000-12-23,SB1,67.2514,synthetic_demo,synthetic conceptual storage,True
2000-12-24,SB1,67.1914,synthetic_demo,synthetic conceptual storage,True
2000-12-25,SB1,67.4019,synthetic_demo,synthetic conceptual storage,True
2000-12-26,SB1,67.3419,synthetic_demo,synthetic conceptual storage,True
2000-12-27,SB1,67.2819,synthetic_demo,synthetic conceptual storage,True
2000-12-28,SB1,67.2219,synthetic_demo,synthetic conceptual storage,True
2000-12-29,SB1,67.7812,synthetic_demo,synthetic conceptual storage,True
2000-12-30,SB1,67.7212,synthetic_demo,synthetic conceptual storage,True
2000-12-31,SB1,67.7212,synthetic_demo,synthetic conceptual storage,True
2001-01-01,SB1,67.7212,synthetic_demo,synthetic conceptual storage,True
2001-01-02,SB1,67.561,synthetic_demo,synthetic conceptual storage,True
2001-01-03,SB1,67.561,synthetic_demo,synthetic conceptual storage,True
2001-01-04,SB1,67.561,synthetic_demo,synthetic conceptual storage,True
2001-01-05,SB1,67.479,synthetic_demo,synthetic conceptual storage,True
2001-01-06,SB1,67.479,synthetic_demo,synthetic conceptual storage,True
2001-01-07,SB1,67.5511,synthetic_demo,synthetic conceptual storage,True
2001-01-08,SB1,67.5511,synthetic_demo,synthetic conceptual storage,True
2001-01-09,SB1,67.5511,synthetic_demo,synthetic conceptual storage,True
2001-01-10,SB1,67.5511,synthetic_demo,synthetic conceptual storage,True
2001-01-11,SB1,67.5511,synthetic_demo,synthetic conceptual storage,True
2001-01-12,SB1,67.5511,synthetic_demo,synthetic conceptual storage,True
