date,subbasin_id,soil_moisture_fraction,quality_status,source,synthetic_demo
2000-02-15,SB1,0.2324,synthetic_demo,synthetic soil bucket proxy,True
2000-02-16,SB1,0.24254,synthetic_demo,synthetic soil bucket proxy,True
2000-02-17,SB1,0.23734,synthetic_demo,synthetic soil bucket proxy,True
2000-02-18,SB1,0.23903,synthetic_demo,synthetic soil bucket proxy,True
2000-02-19,SB1,0.24416,synthetic_demo,synthetic soil bucket proxy,True
2000-02-20,SB1,0.23724,synthetic_demo,synthetic soil bucket proxy,True
2000-02-21,SB1,0.23922,synthetic_demo,synthetic soil bucket proxy,True
2000-02-22,SB1,0.23734,synthetic_demo,synthetic soil bucket proxy,True
2000-02-23,SB1,0.25005,synthetic_demo,synthetic soil bucket proxy,True
2000-02-24,SB1,0.2465,synthetic_demo,synthetic soil bucket proxy,True
2000-02-25,SB1,0.25126,synthetic_demo,synthetic soil bucket proxy,True
2000-02-26,SB1,0.26619,synthetic_demo,synthetic soil bucket proxy,True
2000-02-27,SB1,0.26048,synthetic_demo,synthetic soil bucket proxy,True
2000-02-28,SB1,0.24667,synthetic_demo,synthetic soil bucket proxy,True
2000-02-29,SB1,0.2599,synthetic_demo,synthetic soil bucket proxy,True
2000-03-01,SB1,0.24543,synthetic_demo,synthetic soil bucket proxy,True
2000-03-02,SB1,0.27733,synthetic_demo,synthetic soil bucket proxy,True
2000-03-03,SB1,0.27612,synthetic_demo,synthetic soil bucket proxy,True
2000-03-04,SB1,0.25899,synthetic_demo,synthetic soil bucket proxy,True
2000-03-05,SB1,0.26032,synthetic_demo,synthetic soil bucket proxy,True
2000-03-06,SB1,0.25831,synthetic_demo,synthetic soil bucket proxy,True
2000-03-07,SB1,0.27577,synthetic_demo,synthetic soil bucket proxy,True
2000-03-08,SB1,0.26185,synthetic_demo,synthetic soil bucket proxy,True
2000-03-09,SB1,0.27269,synthetic_demo,synthetic soil bucket proxy,True
2000-03-10,SB1,0.25869,synthetic_demo,synthetic soil bucket proxy,True
2000-03-11,SB1,0.26329,synthetic_demo,synthetic soil bucket proxy,True
2000-03-12,SB1,0.27255,synthetic_demo,synthetic soil bucket proxy,True
2000-03-13,SB1,0.26678,synthetic_demo,synthetic soil bucket proxy,True
2000-03-14,SB1,0.26401,synthetic_demo,synthetic soil bucket proxy,True
2000-03-15,SB1,0.25512,synthetic_demo,synthetic soil bucket proxy,True
2000-03-16,SB1,0.23658,synthetic_demo,synthetic soil bucket proxy,True
2000-03-17,SB1,0.21585,synthetic_demo,synthetic soil bucket proxy,True
2000-03-18,SB1,0.21739,synthetic_demo,synthetic soil bucket proxy,True
2000-03-19,SB1,0.23023,synthetic_demo,synthetic soil bucket proxy,True
2000-03-20,SB1,0.23503,synthetic_demo,synthetic soil bucket proxy,True
2000-03-21,SB1,0.2339,synthetic_demo,synthetic soil bucket proxy,True
2000-03-22,SB1,0.23232,synthetic_demo,synthetic soil bucket proxy,True
2000-03-23,SB1,0.23366,synthetic_demo,synthetic soil bucket proxy,True
2000-03-24,SB1,0.24032,synthetic_demo,synthetic soil bucket proxy,True
2000-03-25,SB1,0.23529,synthetic_demo,synthetic soil bucket proxy,True
2000-03-26,SB1,0.21623,synthetic_demo,synthetic soil bucket proxy,True
2000-03-27,SB1,0.23054,synthetic_demo,synthetic soil bucket proxy,True
2000-03-28,SB1,0.23674,synthetic_demo,synthetic soil bucket proxy,True
2000-03-29,SB1,0.22796,synthetic_demo,synthetic soil bucket proxy,True
2000-03-30,SB1,0.24628,synthetic_demo,synthetic soil bucket proxy,True
2000-03-31,SB1,0.22658,synthetic_demo,synthetic soil bucket proxy,True
2000-04-01,SB1,0.23256,synthetic_demo,synthetic soil bucket proxy,True
2000-04-02,SB1,0.23219,synthetic_demo,synthetic soil bucket proxy,True
2000-04-03,SB1,0.23402,synthetic_demo,synthetic soil bucket proxy,True
2000-04-04,SB1,0.23413,synthetic_demo,synthetic soil bucket proxy,True
2000-04-05,SB1,0.22402,synthetic_demo,synthetic soil bucket proxy,True
2000-04-06,SB1,0.2329,synthetic_demo,synthetic soil bucket proxy,True
2000-04-07,SB1,0.22642,synthetic_demo,synthetic soil bucket proxy,True
2000-04-08,SB1,0.23337,synthetic_demo,synthetic soil bucket proxy,True
2000-04-09,SB1,0.23464,synthetic_demo,synthetic soil bucket proxy,True
2000-04-10,SB1,0.22293,synthetic_demo,synthetic soil bucket proxy,True
2000-04-11,SB1,0.23944,synthetic_demo,synthetic soil bucket proxy,True
2000-04-12,SB1,0.22086,synthetic_demo,synthetic soil bucket proxy,True
2000-04-13,SB1,0.22391,synthetic_demo,synthetic soil bucket proxy,True
2000-04-14,SB1,0.21866,synthetic_demo,synthetic soil bucket proxy,True
2000-04-15,SB1,0.22081,synthetic_demo,synthetic soil bucket proxy,True
2000-04-16,SB1,0.23425,synthetic_demo,synthetic soil bucket proxy,True
2000-04-17,SB1,0.22431,synthetic_demo,synthetic soil bucket proxy,True
2000-04-18,SB1,0.23581,synthetic_demo,synthetic soil bucket proxy,True
2000-04-19,SB1,0.29234,synthetic_demo,synthetic soil bucket proxy,True
2000-04-20,SB1,0.27462,synthetic_demo,synthetic soil bucket proxy,True
2000-04-21,SB1,0.2936,synthetic_demo,synthetic soil bucket proxy,True
2000-04-22,SB1,0.28265,synthetic_demo,synthetic soil bucket proxy,True
2000-04-23,SB1,0.28411,synthetic_demo,synthetic soil bucket proxy,True
2000-04-24,SB1,0.28643,synthetic_demo,synthetic soil bucket proxy,True
2000-04-25,SB1,0.2805,synthetic_demo,synthetic soil bucket proxy,True
2000-04-26,SB1,0.26269,synthetic_demo,synthetic soil bucket proxy,True
2000-04-27,SB1,0.26942,synthetic_demo,synthetic soil bucket proxy,True
2000-04-28,SB1,0.27385,synthetic_demo,synthetic soil bucket proxy,True
2000-04-29,SB1,0.25608,synthetic_demo,synthetic soil bucket proxy,True
2000-04-30,SB1,0.26986,synthetic_demo,synthetic soil bucket proxy,True
2000-05-01,SB1,0.25239,synthetic_demo,synthetic soil bucket proxy,True
2000-05-02,SB1,0.24946,synthetic_demo,synthetic soil bucket proxy,True
2000-05-03,SB1,0.24373,synthetic_demo,synthetic soil bucket proxy,True
2000-05-04,SB1,0.25276,synthetic_demo,synthetic soil bucket proxy,True
2000-05-05,SB1,0.25075,synthetic_demo,synthetic soil bucket proxy,True
2000-05-06,SB1,0.28148,synthetic_demo,synthetic soil bucket proxy,True
2000-05-07,SB1,0.27578,synthetic_demo,synthetic soil bucket proxy,True
2000-05-08,SB1,0.27213,synthetic_demo,synthetic soil bucket proxy,True
2000-05-09,SB1,0.28462,synthetic_demo,synthetic soil bucket proxy,True
2000-05-10,SB1,0.27603,synthetic_demo,synthetic soil bucket proxy,True
2000-05-11,SB1,0.29318,synthetic_demo,synthetic soil bucket proxy,True
2000-05-12,SB1,0.29681,synthetic_demo,synthetic soil bucket proxy,True
2000-05-13,SB1,0.27147,synthetic_demo,synthetic soil bucket proxy,True
2000-05-14,SB1,0.28678,synthetic_demo,synthetic soil bucket proxy,True
2000-05-15,SB1,0.2735,synthetic_demo,synthetic soil bucket proxy,True
2000-05-16,SB1,0.27641,synthetic_demo,synthetic soil bucket proxy,True
2000-05-17,SB1,0.28857,synthetic_demo,synthetic soil bucket proxy,True
2000-05-18,SB1,0.28072,synthetic_demo,synthetic soil bucket proxy,True
2000-05-19,SB1,0.27042,synthetic_demo,synthetic soil bucket proxy,True
2000-05-20,SB1,0.2607,synthetic_demo,synthetic soil bucket proxy,True
2000-05-21,SB1,0.27743,synthetic_demo,synthetic soil bucket proxy,True
2000-05-22,SB1,0.2781,synthetic_demo,synthetic soil bucket proxy,True
2000-05-23,SB1,0.27315,synthetic_demo,synthetic soil bucket proxy,True
2000-05-24,SB1,0.26991,synthetic_demo,synthetic soil bucket proxy,True
2000-05-25,SB1,0.26724,synthetic_demo,synthetic soil bucket proxy,True
2000-05-26,SB1,0.27726,synthetic_demo,synthetic soil bucket proxy,True
2000-05-27,SB1,0.25287,synthetic_demo,synthetic soil bucket proxy,True
2000-05-28,SB1,0.26714,synthetic_demo,synthetic soil bucket proxy,True
2000-05-29,SB1,0.26397,synthetic_demo,synthetic soil bucket proxy,True
2000-05-30,SB1,0.24613,synthetic_demo,synthetic soil bucket proxy,True
2000-05-31,SB1,0.25773,synthetic_demo,synthetic soil bucket proxy,True
2000-06-01,SB1,0.26067,synthetic_demo,synthetic soil bucket proxy,True
2000-06-02,SB1,0.26485,synthetic_demo,synthetic soil bucket proxy,True
2000-06-03,SB1,0.25117,synthetic_demo,synthetic soil bucket proxy,True
2000-06-04,SB1,0.25915,synthetic_demo,synthetic soil bucket proxy,True
2000-06-05,SB1,0.25352,synthetic_demo,synthetic soil bucket proxy,True
2000-06-06,SB1,0.28286,synthetic_demo,synthetic soil bucket proxy,True
2000-06-07,SB1,0.28876,synthetic_demo,synthetic soil bucket proxy,True
2000-06-08,SB1,0.27518,synthetic_demo,synthetic soil bucket proxy,True
2000-06-09,SB1,0.27857,synthetic_demo,synthetic soil bucket proxy,True
2000-06-10,SB1,0.27709,synthetic_demo,synthetic soil bucket proxy,True
2000-06-11,SB1,0.276,synthetic_demo,synthetic soil bucket proxy,True
2000-06-12,SB1,0.27106,synthetic_demo,synthetic soil bucket proxy,True
2000-06-13,SB1,0.28912,synthetic_demo,synthetic soil bucket proxy,True
2000-06-14,SB1,0.2753,synthetic_demo,synthetic soil bucket proxy,True
2000-06-15,SB1,0.29035,synthetic_demo,synthetic soil bucket proxy,True
2000-06-16,SB1,0.30603,synthetic_demo,synthetic soil bucket proxy,True
2000-06-17,SB1,0.30977,synthetic_demo,synthetic soil bucket proxy,True
2000-06-18,SB1,0.2515,synthetic_demo,synthetic soil bucket proxy,True
2000-06-19,SB1,0.25877,synthetic_demo,synthetic soil bucket proxy,True
2000-06-20,SB1,0.25648,synthetic_demo,synthetic soil bucket proxy,True
2000-06-21,SB1,0.29063,synthetic_demo,synthetic soil bucket proxy,True
2000-06-22,SB1,0.2861,synthetic_demo,synthetic soil bucket proxy,True
2000-06-23,SB1,0.30778,synthetic_demo,synthetic soil bucket proxy,True
2000-06-24,SB1,0.30215,synthetic_demo,synthetic soil bucket proxy,True
2000-06-25,SB1,0.29808,synthetic_demo,synthetic soil bucket proxy,True
2000-06-26,SB1,0.29464,synthetic_demo,synthetic soil bucket proxy,True
2000-06-27,SB1,0.30515,synthetic_demo,synthetic soil bucket proxy,True
2000-06-28,SB1,0.31412,synthetic_demo,synthetic soil bucket proxy,True
2000-06-29,SB1,0.29207,synthetic_demo,synthetic soil bucket proxy,True
2000-06-30,SB1,0.32254,synthetic_demo,synthetic soil bucket proxy,True
2000-07-01,SB1,0.32495,synthetic_demo,synthetic soil bucket proxy,True
2000-07-02,SB1,0.31525,synthetic_demo,synthetic soil bucket proxy,True
2000-07-03,SB1,0.34135,synthetic_demo,synthetic soil bucket proxy,True
2000-07-04,SB1,0.32911,synthetic_demo,synthetic soil bucket proxy,True
2000-07-05,SB1,0.30247,synthetic_demo,synthetic soil bucket proxy,True
2000-07-06,SB1,0.31226,synthetic_demo,synthetic soil bucket proxy,True
2000-07-07,SB1,0.31582,synthetic_demo,synthetic soil bucket proxy,True
2000-07-08,SB1,0.29522,synthetic_demo,synthetic soil bucket proxy,True
2000-07-09,SB1,0.32281,synthetic_demo,synthetic soil bucket proxy,True
2000-07-10,SB1,0.31399,synthetic_demo,synthetic soil bucket proxy,True
2000-07-11,SB1,0.33557,synthetic_demo,synthetic soil bucket proxy,True
2000-07-12,SB1,0.32203,synthetic_demo,synthetic soil bucket proxy,True
2000-07-13,SB1,0.39148,synthetic_demo,synthetic soil bucket proxy,True
2000-07-14,SB1,0.37692,synthetic_demo,synthetic soil bucket proxy,True
2000-07-15,SB1,0.37479,synthetic_demo,synthetic soil bucket proxy,True
2000-07-16,SB1,0.37793,synthetic_demo,synthetic soil bucket proxy,True
2000-07-17,SB1,0.39515,synthetic_demo,synthetic soil bucket proxy,True
2000-07-18,SB1,0.4137,synthetic_demo,synthetic soil bucket proxy,True
2000-07-19,SB1,0.39676,synthetic_demo,synthetic soil bucket proxy,True
2000-07-20,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-07-21,SB1,0.41537,synthetic_demo,synthetic soil bucket proxy,True
2000-07-22,SB1,0.43579,synthetic_demo,synthetic soil bucket proxy,True
2000-07-23,SB1,0.43757,synthetic_demo,synthetic soil bucket proxy,True
2000-07-24,SB1,0.42748,synthetic_demo,synthetic soil bucket proxy,True
2000-07-25,SB1,0.42571,synthetic_demo,synthetic soil bucket proxy,True
2000-07-26,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-07-27,SB1,0.418,synthetic_demo,synthetic soil bucket proxy,True
2000-07-28,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-07-29,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-07-30,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-07-31,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-01,SB1,0.43415,synthetic_demo,synthetic soil bucket proxy,True
2000-08-02,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-03,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-04,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-05,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-06,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-07,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-08,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-09,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-10,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-11,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-12,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-13,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-14,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-15,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-16,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-17,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-18,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-19,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-20,SB1,0.42368,synthetic_demo,synthetic soil bucket proxy,True
2000-08-21,SB1,0.42057,synthetic_demo,synthetic soil bucket proxy,True
2000-08-22,SB1,0.42198,synthetic_demo,synthetic soil bucket proxy,True
2000-08-23,SB1,0.40582,synthetic_demo,synthetic soil bucket proxy,True
2000-08-24,SB1,0.41513,synthetic_demo,synthetic soil bucket proxy,True
2000-08-25,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-26,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-27,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-08-28,SB1,0.42512,synthetic_demo,synthetic soil bucket proxy,True
2000-08-29,SB1,0.40101,synthetic_demo,synthetic soil bucket proxy,True
2000-08-30,SB1,0.40169,synthetic_demo,synthetic soil bucket proxy,True
2000-08-31,SB1,0.42036,synthetic_demo,synthetic soil bucket proxy,True
2000-09-01,SB1,0.42895,synthetic_demo,synthetic soil bucket proxy,True
2000-09-02,SB1,0.42349,synthetic_demo,synthetic soil bucket proxy,True
2000-09-03,SB1,0.41566,synthetic_demo,synthetic soil bucket proxy,True
2000-09-04,SB1,0.41512,synthetic_demo,synthetic soil bucket proxy,True
2000-09-05,SB1,0.40223,synthetic_demo,synthetic soil bucket proxy,True
2000-09-06,SB1,0.41185,synthetic_demo,synthetic soil bucket proxy,True
2000-09-07,SB1,0.40679,synthetic_demo,synthetic soil bucket proxy,True
2000-09-08,SB1,0.38454,synthetic_demo,synthetic soil bucket proxy,True
2000-09-09,SB1,0.41587,synthetic_demo,synthetic soil bucket proxy,True
2000-09-10,SB1,0.4267,synthetic_demo,synthetic soil bucket proxy,True
2000-09-11,SB1,0.37944,synthetic_demo,synthetic soil bucket proxy,True
2000-09-12,SB1,0.36735,synthetic_demo,synthetic soil bucket proxy,True
2000-09-13,SB1,0.39247,synthetic_demo,synthetic soil bucket proxy,True
2000-09-14,SB1,0.37391,synthetic_demo,synthetic soil bucket proxy,True
2000-09-15,SB1,0.38248,synthetic_demo,synthetic soil bucket proxy,True
2000-09-16,SB1,0.35488,synthetic_demo,synthetic soil bucket proxy,True
2000-09-17,SB1,0.35526,synthetic_demo,synthetic soil bucket proxy,True
2000-09-18,SB1,0.33054,synthetic_demo,synthetic soil bucket proxy,True
2000-09-19,SB1,0.32731,synthetic_demo,synthetic soil bucket proxy,True
2000-09-20,SB1,0.33649,synthetic_demo,synthetic soil bucket proxy,True
2000-09-21,SB1,0.35116,synthetic_demo,synthetic soil bucket proxy,True
2000-09-22,SB1,0.34264,synthetic_demo,synthetic soil bucket proxy,True
2000-09-23,SB1,0.34773,synthetic_demo,synthetic soil bucket proxy,True
2000-09-24,SB1,0.35152,synthetic_demo,synthetic soil bucket proxy,True
2000-09-25,SB1,0.36267,synthetic_demo,synthetic soil bucket proxy,True
2000-09-26,SB1,0.362,synthetic_demo,synthetic soil bucket proxy,True
2000-09-27,SB1,0.35452,synthetic_demo,synthetic soil bucket proxy,True
2000-09-28,SB1,0.34336,synthetic_demo,synthetic soil bucket proxy,True
2000-09-29,SB1,0.36247,synthetic_demo,synthetic soil bucket proxy,True
2000-09-30,SB1,0.35983,synthetic_demo,synthetic soil bucket proxy,True
2000-10-01,SB1,0.37058,synthetic_demo,synthetic soil bucket proxy,True
2000-10-02,SB1,0.36445,synthetic_demo,synthetic soil bucket proxy,True
2000-10-03,SB1,0.35287,synthetic_demo,synthetic soil bucket proxy,True
2000-10-04,SB1,0.34979,synthetic_demo,synthetic soil bucket proxy,True
2000-10-05,SB1,0.32248,synthetic_demo,synthetic soil bucket proxy,True
2000-10-06,SB1,0.33398,synthetic_demo,synthetic soil bucket proxy,True
2000-10-07,SB1,0.32891,synthetic_demo,synthetic soil bucket proxy,True
2000-10-08,SB1,0.32434,synthetic_demo,synthetic soil bucket proxy,True
2000-10-09,SB1,0.31755,synthetic_demo,synthetic soil bucket proxy,True
2000-10-10,SB1,0.3085,synthetic_demo,synthetic soil bucket proxy,True
2000-10-11,SB1,0.36955,synthetic_demo,synthetic soil bucket proxy,True
2000-10-12,SB1,0.35789,synthetic_demo,synthetic soil bucket proxy,True
2000-10-13,SB1,0.36298,synthetic_demo,synthetic soil bucket proxy,True
2000-10-14,SB1,0.36539,synthetic_demo,synthetic soil bucket proxy,True
2000-10-15,SB1,0.40424,synthetic_demo,synthetic soil bucket proxy,True
2000-10-16,SB1,0.39518,synthetic_demo,synthetic soil bucket proxy,True
2000-10-17,SB1,0.39834,synthetic_demo,synthetic soil bucket proxy,True
2000-10-18,SB1,0.42783,synthetic_demo,synthetic soil bucket proxy,True
2000-10-19,SB1,0.42081,synthetic_demo,synthetic soil bucket proxy,True
2000-10-20,SB1,0.40542,synthetic_demo,synthetic soil bucket proxy,True
2000-10-21,SB1,0.40521,synthetic_demo,synthetic soil bucket proxy,True
2000-10-22,SB1,0.42727,synthetic_demo,synthetic soil bucket proxy,True
2000-10-23,SB1,0.41928,synthetic_demo,synthetic soil bucket proxy,True
2000-10-24,SB1,0.4175,synthetic_demo,synthetic soil bucket proxy,True
2000-10-25,SB1,0.41125,synthetic_demo,synthetic soil bucket proxy,True
2000-10-26,SB1,0.42666,synthetic_demo,synthetic soil bucket proxy,True
2000-10-27,SB1,0.42424,synthetic_demo,synthetic soil bucket proxy,True
2000-10-28,SB1,0.41157,synthetic_demo,synthetic soil bucket proxy,True
2000-10-29,SB1,0.41724,synthetic_demo,synthetic soil bucket proxy,True
2000-10-30,SB1,0.41738,synthetic_demo,synthetic soil bucket proxy,True
2000-10-31,SB1,0.41349,synthetic_demo,synthetic soil bucket proxy,True
2000-11-01,SB1,0.41463,synthetic_demo,synthetic soil bucket proxy,True
2000-11-02,SB1,0.40338,synthetic_demo,synthetic soil bucket proxy,True
2000-11-03,SB1,0.40513,synthetic_demo,synthetic soil bucket proxy,True
2000-11-04,SB1,0.41349,synthetic_demo,synthetic soil bucket proxy,True
2000-11-05,SB1,0.4365,synthetic_demo,synthetic soil bucket proxy,True
2000-11-06,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-11-07,SB1,0.43203,synthetic_demo,synthetic soil bucket proxy,True
2000-11-08,SB1,0.39686,synthetic_demo,synthetic soil bucket proxy,True
2000-11-09,SB1,0.40976,synthetic_demo,synthetic soil bucket proxy,True
2000-11-10,SB1,0.41063,synthetic_demo,synthetic soil bucket proxy,True
2000-11-11,SB1,0.41204,synthetic_demo,synthetic soil bucket proxy,True
2000-11-12,SB1,0.37948,synthetic_demo,synthetic soil bucket proxy,True
2000-11-13,SB1,0.3974,synthetic_demo,synthetic soil bucket proxy,True
2000-11-14,SB1,0.40204,synthetic_demo,synthetic soil bucket proxy,True
2000-11-15,SB1,0.38873,synthetic_demo,synthetic soil bucket proxy,True
2000-11-16,SB1,0.408,synthetic_demo,synthetic soil bucket proxy,True
2000-11-17,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-11-18,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-11-19,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-11-20,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-11-21,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-11-22,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-11-23,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-11-24,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-11-25,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-11-26,SB1,0.43961,synthetic_demo,synthetic soil bucket proxy,True
2000-11-27,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-11-28,SB1,0.43044,synthetic_demo,synthetic soil bucket proxy,True
2000-11-29,SB1,0.43304,synthetic_demo,synthetic soil bucket proxy,True
2000-11-30,SB1,0.42547,synthetic_demo,synthetic soil bucket proxy,True
2000-12-01,SB1,0.41488,synthetic_demo,synthetic soil bucket proxy,True
2000-12-02,SB1,0.42381,synthetic_demo,synthetic soil bucket proxy,True
2000-12-03,SB1,0.43134,synthetic_demo,synthetic soil bucket proxy,True
2000-12-04,SB1,0.42297,synthetic_demo,synthetic soil bucket proxy,True
2000-12-05,SB1,0.42318,synthetic_demo,synthetic soil bucket proxy,True
2000-12-06,SB1,0.42818,synthetic_demo,synthetic soil bucket proxy,True
2000-12-07,SB1,0.40803,synthetic_demo,synthetic soil bucket proxy,True
2000-12-08,SB1,0.42655,synthetic_demo,synthetic soil bucket proxy,True
2000-12-09,SB1,0.44,synthetic_demo,synthetic soil bucket proxy,True
2000-12-10,SB1,0.38866,synthetic_demo,synthetic soil bucket proxy,True
2000-12-11,SB1,0.38808,synthetic_demo,synthetic soil bucket proxy,True
2000-12-12,SB1,0.38512,synthetic_demo,synthetic soil bucket proxy,True
2000-12-13,SB1,0.37582,synthetic_demo,synthetic soil bucket proxy,True
2000-12-14,SB1,0.37728,synthetic_demo,synthetic soil bucket proxy,True
2000-12-15,SB1,0.37401,synthetic_demo,synthetic soil bucket proxy,True
2000-12-16,SB1,0.36792,synthetic_demo,synthetic soil bucket proxy,True
2000-12-17,SB1,0.34965,synthetic_demo,synthetic soil bucket proxy,True
2000-12-18,SB1,0.36838,synthetic_demo,synthetic soil bucket proxy,True
2000-12-19,SB1,0.36636,synthetic_demo,synthetic soil bucket proxy,True
2000-12-20,SB1,0.37006,synthetic_demo,synthetic soil bucket proxy,True
2000-12-21,SB1,0.36186,synthetic_demo,synthetic soil bucket proxy,True
2000-12-22,SB1,0.35603,synthetic_demo,synthetic soil bucket proxy,True
2000-12-23,SB1,0.35912,synthetic_demo,synthetic soil bucket proxy,True
